Century	text	_sentence_text	annotation	aspect_cat	results	sentence_split	iob
20	['Darjeeling']	During our time of enforced waiting at Darjeeling , we came in for the Lebong races -- a unique and very amusing entertainment .	['ASPECT']	['LOCATION']	(['During', 'our', 'time', 'of', 'enforced', 'waiting', 'at', 'Darjeeling', ',', 'we', 'came', 'in', 'for', 'the', 'Lebong', 'races', 'a', 'unique', 'and', 'very', 'amusing', 'entertainment', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['During', 'our', 'time', 'of', 'enforced', 'waiting', 'at', 'Darjeeling', ',', 'we', 'came', 'in', 'for', 'the', 'Lebong', 'races', 'a', 'unique', 'and', 'very', 'amusing', 'entertainment', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['course', 'ponies']	The course is a small circular one , where the top of the Lebong spur has been levelled , and only genuine Tibetan and Bhotia ponies are allowed to race there .	['ASPECT', 'ASPECT']	['HUM_LANDFORM', 'FAUNA']	(['The', 'course', 'is', 'a', 'small', 'circular', 'one', ',', 'where', 'the', 'top', 'of', 'the', 'Lebong', 'spur', 'has', 'been', 'levelled', ',', 'and', 'only', 'genuine', 'Tibetan', 'and', 'Bhotia', 'ponies', 'are', 'allowed', 'to', 'race', 'there', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O'])	['The', 'course', 'is', 'a', 'small', 'circular', 'one', ',', 'where', 'the', 'top', 'of', 'the', 'Lebong', 'spur', 'has', 'been', 'levelled', ',', 'and', 'only', 'genuine', 'Tibetan', 'and', 'Bhotia', 'ponies', 'are', 'allowed', 'to', 'race', 'there', '.']	['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O']
20	['the highest camps']	Blankets , cap comforters , fur gloves and warm clothing were issued to all of them , and for those who had to sleep at the highest camps , eiderdown sleeping-bags were also taken .	['ASPECT']	['HUM_LANDFORM']	(['Blankets', ',', 'cap', 'comforters', ',', 'fur', 'gloves', 'and', 'warm', 'clothing', 'were', 'issued', 'to', 'all', 'of', 'them', ',', 'and', 'for', 'those', 'who', 'had', 'to', 'sleep', 'at', 'the', 'highest', 'camps', ',', 'eiderdown', 'sleeping', 'bags', 'were', 'also', 'taken', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['Blankets', ',', 'cap', 'comforters', ',', 'fur', 'gloves', 'and', 'warm', 'clothing', 'were', 'issued', 'to', 'all', 'of', 'them', ',', 'and', 'for', 'those', 'who', 'had', 'to', 'sleep', 'at', 'the', 'highest', 'camps', ',', 'eiderdown', 'sleeping', 'bags', 'were', 'also', 'taken', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['hill-folk', 'Darjeeling']	There were always large entries for these races , as they were very popular among the hill-folk , who flocked into Darjeeling from great distances , dressed in their finest clothes and with their women covered with jewellery and wearing clothing of brilliant shades of green and red .	['ASPECT', 'ASPECT']	['PERSON', 'LOCATION']	(['There', 'were', 'always', 'large', 'entries', 'for', 'these', 'races', ',', 'as', 'they', 'were', 'very', 'popular', 'among', 'the', 'hill', 'folk', ',', 'who', 'flocked', 'into', 'Darjeeling', 'from', 'great', 'distances', ',', 'dressed', 'in', 'their', 'finest', 'clothes', 'and', 'with', 'their', 'women', 'covered', 'with', 'jewellery', 'and', 'wearing', 'clothing', 'of', 'brilliant', 'shades', 'of', 'green', 'and', 'red', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['There', 'were', 'always', 'large', 'entries', 'for', 'these', 'races', ',', 'as', 'they', 'were', 'very', 'popular', 'among', 'the', 'hill', 'folk', ',', 'who', 'flocked', 'into', 'Darjeeling', 'from', 'great', 'distances', ',', 'dressed', 'in', 'their', 'finest', 'clothes', 'and', 'with', 'their', 'women', 'covered', 'with', 'jewellery', 'and', 'wearing', 'clothing', 'of', 'brilliant', 'shades', 'of', 'green', 'and', 'red', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['coolies', 'sirdars', 'servants']	There was very heavy betting on each race , and the amount of money that the coolies , sirdars or servants were able to put up was astonishing .	['ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'PERSON', 'PERSON']	(['There', 'was', 'very', 'heavy', 'betting', 'on', 'each', 'race', ',', 'and', 'the', 'amount', 'of', 'money', 'that', 'the', 'coolies', ',', 'sirdars', 'or', 'servants', 'were', 'able', 'to', 'put', 'up', 'was', 'astonishing', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['There', 'was', 'very', 'heavy', 'betting', 'on', 'each', 'race', ',', 'and', 'the', 'amount', 'of', 'money', 'that', 'the', 'coolies', ',', 'sirdars', 'or', 'servants', 'were', 'able', 'to', 'put', 'up', 'was', 'astonishing', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['Leigh-Mallory', 'A']	"Leigh-Mallory; A."	['ASPECT', 'ASPECT']	['PERSON', 'PERSON']	"(['Leigh', 'Mallory', ';', 'A', '.'], ['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O'])"	"['Leigh', 'Mallory', ';', 'A', '.']"	['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O']
20	['field']	In most of the races there was at least a field of ten , which made the start a very amusing affair .	['ASPECT']	['HUM_LANDFORM']	(['In', 'most', 'of', 'the', 'races', 'there', 'was', 'at', 'least', 'a', 'field', 'of', 'ten', ',', 'which', 'made', 'the', 'start', 'a', 'very', 'amusing', 'affair', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['In', 'most', 'of', 'the', 'races', 'there', 'was', 'at', 'least', 'a', 'field', 'of', 'ten', ',', 'which', 'made', 'the', 'start', 'a', 'very', 'amusing', 'affair', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['jockeys', 'hill-boys', 'they', 'ponies', 'ponies', 'ponies', 'course', 'home']	The jockeys were all hill-boys , and as they and the ponies were up to every dodge and trick , and were equally anxious to get off first , and as most of the ponies had mouths of iron , it was always a long time before a start could be made , and in nearly every race one or more of the ponies would run out of the course at the point nearest its own home .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'PERSON', 'PERSON', 'FAUNA', 'FAUNA', 'FAUNA', 'HUM_LANDFORM', 'HUM_LANDFORM']	(['The', 'jockeys', 'were', 'all', 'hill', 'boys', ',', 'and', 'as', 'they', 'and', 'the', 'ponies', 'were', 'up', 'to', 'every', 'dodge', 'and', 'trick', ',', 'and', 'were', 'equally', 'anxious', 'to', 'get', 'off', 'first', ',', 'and', 'as', 'most', 'of', 'the', 'ponies', 'had', 'mouths', 'of', 'iron', ',', 'it', 'was', 'always', 'a', 'long', 'time', 'before', 'a', 'start', 'could', 'be', 'made', ',', 'and', 'in', 'nearly', 'every', 'race', 'one', 'or', 'more', 'of', 'the', 'ponies', 'would', 'run', 'out', 'of', 'the', 'course', 'at', 'the', 'point', 'nearest', 'its', 'own', 'home', '.'], ['O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O'])	['The', 'jockeys', 'were', 'all', 'hill', 'boys', ',', 'and', 'as', 'they', 'and', 'the', 'ponies', 'were', 'up', 'to', 'every', 'dodge', 'and', 'trick', ',', 'and', 'were', 'equally', 'anxious', 'to', 'get', 'off', 'first', ',', 'and', 'as', 'most', 'of', 'the', 'ponies', 'had', 'mouths', 'of', 'iron', ',', 'it', 'was', 'always', 'a', 'long', 'time', 'before', 'a', 'start', 'could', 'be', 'made', ',', 'and', 'in', 'nearly', 'every', 'race', 'one', 'or', 'more', 'of', 'the', 'ponies', 'would', 'run', 'out', 'of', 'the', 'course', 'at', 'the', 'point', 'nearest', 'its', 'own', 'home', '.']	['O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O']
20	['Major Morshead', 'assistant surveyors', 'fifty coolies', 'Darjeeling', 'Khamba Dzong']	On May 13 Major Morshead with his assistant surveyors and fifty coolies left Darjeeling for Khamba Dzong .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'PERSON', 'PERSON', 'LOCATION', 'LOCATION']	(['On', 'May', '13', 'Major', 'Morshead', 'with', 'his', 'assistant', 'surveyors', 'and', 'fifty', 'coolies', 'left', 'Darjeeling', 'for', 'Khamba', 'Dzong', '.'], ['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O'])	['On', 'May', '13', 'Major', 'Morshead', 'with', 'his', 'assistant', 'surveyors', 'and', 'fifty', 'coolies', 'left', 'Darjeeling', 'for', 'Khamba', 'Dzong', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O']
20	['road', 'Teesta Valley', 'Sikkim']	They went the direct road up the Teesta Valley correcting the Sikkim map as they went along .	['ASPECT', 'ASPECT', 'ASPECT']	['HUM_LANDFORM', 'LOCATION', 'LOCATION']	(['They', 'went', 'the', 'direct', 'road', 'up', 'the', 'Teesta', 'Valley', 'correcting', 'the', 'Sikkim', 'map', 'as', 'they', 'went', 'along', '.'], ['O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O'])	['They', 'went', 'the', 'direct', 'road', 'up', 'the', 'Teesta', 'Valley', 'correcting', 'the', 'Sikkim', 'map', 'as', 'they', 'went', 'along', '.']	['O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']
20	['Indian Survey', 'Tibet']	Their object in going this way was to connect the Indian Survey with the new survey that it was proposed to carry out in Tibet .	['ASPECT', 'ASPECT']	['ORGANISATION', 'LOCATION']	(['Their', 'object', 'in', 'going', 'this', 'way', 'was', 'to', 'connect', 'the', 'Indian', 'Survey', 'with', 'the', 'new', 'survey', 'that', 'it', 'was', 'proposed', 'to', 'carry', 'out', 'in', 'Tibet', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O'])	['Their', 'object', 'in', 'going', 'this', 'way', 'was', 'to', 'connect', 'the', 'Indian', 'Survey', 'with', 'the', 'new', 'survey', 'that', 'it', 'was', 'proposed', 'to', 'carry', 'out', 'in', 'Tibet', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']
20	['Major Morshead', 'we', 'Khamba Dzong']	This would occupy all Major Morshead 's time until we should be able to join him at Khamba Dzong in June .	['ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'PERSON', 'LOCATION']	"(['This', 'would', 'occupy', 'all', 'Major', 'Morshead', ""'s"", 'time', 'until', 'we', 'should', 'be', 'able', 'to', 'join', 'him', 'at', 'Khamba', 'Dzong', 'in', 'June', '.'], ['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O'])"	"['This', 'would', 'occupy', 'all', 'Major', 'Morshead', ""'s"", 'time', 'until', 'we', 'should', 'be', 'able', 'to', 'join', 'him', 'at', 'Khamba', 'Dzong', 'in', 'June', '.']"	['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O']
20	['chief transport', 'the Expedition', '100 mules', 'the Supply and Transport Corps', 'Commander-in-Chief']	The chief transport of the Expedition consisted of 100 mules belonging to the Supply and Transport Corps and lent to us by the Commander-in-Chief .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'ORGANISATION', 'FAUNA', 'ORGANISATION', 'PERSON']	(['The', 'chief', 'transport', 'of', 'the', 'Expedition', 'consisted', 'of', '100', 'mules', 'belonging', 'to', 'the', 'Supply', 'and', 'Transport', 'Corps', 'and', 'lent', 'to', 'us', 'by', 'the', 'Commander', 'in', 'Chief', '.'], ['O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O'])	['The', 'chief', 'transport', 'of', 'the', 'Expedition', 'consisted', 'of', '100', 'mules', 'belonging', 'to', 'the', 'Supply', 'and', 'Transport', 'Corps', 'and', 'lent', 'to', 'us', 'by', 'the', 'Commander', 'in', 'Chief', '.']	['O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']
20	['These', 'Darjeeling', 'the open', 'the top of Katapahar', 'Katapahar']	These arrived at Darjeeling a few days before we were due to start and were camped in the open on the old parade ground at the top of Katapahar .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['FAUNA', 'LOCATION', 'NAT_LANDFORM', 'NAT_LANDFORM', 'LOCATION']	(['These', 'arrived', 'at', 'Darjeeling', 'a', 'few', 'days', 'before', 'we', 'were', 'due', 'to', 'start', 'and', 'were', 'camped', 'in', 'the', 'open', 'on', 'the', 'old', 'parade', 'ground', 'at', 'the', 'top', 'of', 'Katapahar', '.'], ['B-FAUNA', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'B-LOCATION', 'O'])	['These', 'arrived', 'at', 'Darjeeling', 'a', 'few', 'days', 'before', 'we', 'were', 'due', 'to', 'start', 'and', 'were', 'camped', 'in', 'the', 'open', 'on', 'the', 'old', 'parade', 'ground', 'at', 'the', 'top', 'of', 'Katapahar', '.']	['B-FAUNA', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'B-LOCATION', 'O']
20	['Sub-Conductor Taylor', 'mule', 'mule transport', 'Tibet']	Sub-Conductor Taylor , who had already had experience of mule transport in Tibet in 1904-5 , and was to have come in charge of them , was unfortunately laid up at the last moment with a bad attack of influenza .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'FAUNA', 'ORGANISATION', 'LOCATION']	(['Sub', 'Conductor', 'Taylor', ',', 'who', 'had', 'already', 'had', 'experience', 'of', 'mule', 'transport', 'in', 'Tibet', 'in', '1904', '5', ',', 'and', 'was', 'to', 'have', 'come', 'in', 'charge', 'of', 'them', ',', 'was', 'unfortunately', 'laid', 'up', 'at', 'the', 'last', 'moment', 'with', 'a', 'bad', 'attack', 'of', 'influenza', '.'], ['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['Sub', 'Conductor', 'Taylor', ',', 'who', 'had', 'already', 'had', 'experience', 'of', 'mule', 'transport', 'in', 'Tibet', 'in', '1904', '5', ',', 'and', 'was', 'to', 'have', 'come', 'in', 'charge', 'of', 'them', ',', 'was', 'unfortunately', 'laid', 'up', 'at', 'the', 'last', 'moment', 'with', 'a', 'bad', 'attack', 'of', 'influenza', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['interpreters', 'the Expedition', 'Major Morshead']	Arrangements had also to be made for interpreters to accompany the Expedition , as with the exception of Major Morshead , who knew a little Tibetan , no one was able to speak the language .	['ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'ORGANISATION', 'PERSON']	(['Arrangements', 'had', 'also', 'to', 'be', 'made', 'for', 'interpreters', 'to', 'accompany', 'the', 'Expedition', ',', 'as', 'with', 'the', 'exception', 'of', 'Major', 'Morshead', ',', 'who', 'knew', 'a', 'little', 'Tibetan', ',', 'no', 'one', 'was', 'able', 'to', 'speak', 'the', 'language', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])	['Arrangements', 'had', 'also', 'to', 'be', 'made', 'for', 'interpreters', 'to', 'accompany', 'the', 'Expedition', ',', 'as', 'with', 'the', 'exception', 'of', 'Major', 'Morshead', ',', 'who', 'knew', 'a', 'little', 'Tibetan', ',', 'no', 'one', 'was', 'able', 'to', 'speak', 'the', 'language', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20	['The next man', 'the third man', 'mules', 'Darjeeling']	The next man chosen was passed medically unfit , and the third man in temporary charge of the mules was , when he arrived at Darjeeling , already suffering from ague .	['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']	['PERSON', 'PERSON', 'FAUNA', 'LOCATION']	(['The', 'next', 'man', 'chosen', 'was', 'passed', 'medically', 'unfit', ',', 'and', 'the', 'third', 'man', 'in', 'temporary', 'charge', 'of', 'the', 'mules', 'was', ',', 'when', 'he', 'arrived', 'at', 'Darjeeling', ',', 'already', 'suffering', 'from', 'ague', '.'], ['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O'])	['The', 'next', 'man', 'chosen', 'was', 'passed', 'medically', 'unfit', ',', 'and', 'the', 'third', 'man', 'in', 'temporary', 'charge', 'of', 'the', 'mules', 'was', ',', 'when', 'he', 'arrived', 'at', 'Darjeeling', ',', 'already', 'suffering', 'from', 'ague', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']
20	['Sergeant Fowkes', 'mules']	It was not till May 15 that Sergeant Fowkes arrived , who was to take charge of the mules .	['ASPECT', 'ASPECT']	['PERSON', 'FAUNA']	(['It', 'was', 'not', 'till', 'May', '15', 'that', 'Sergeant', 'Fowkes', 'arrived', ',', 'who', 'was', 'to', 'take', 'charge', 'of', 'the', 'mules', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O'])	['It', 'was', 'not', 'till', 'May', '15', 'that', 'Sergeant', 'Fowkes', 'arrived', ',', 'who', 'was', 'to', 'take', 'charge', 'of', 'the', 'mules', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']
