level_0,index,sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
350,350,BHL_7_sample_Dutch_19.0.txt_24397-24435,['BHL_7_sample_Dutch_19.0.txt'],[24402],[24412],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24402, end=24412, entitycategory=FLORA)']",['. communis'],"Bij M. communis daaren¬ tegen , op St.",['ASPECT'],['FLORA'],"(['Bij', 'M', '.', 'communis', 'daaren', 'tegen', ',', 'op', 'St', '.'], ['O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O'])","['Bij', 'M', '.', 'communis', 'daaren', 'tegen', ',', 'op', 'St', '.']","['O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O']"
351,351,BHL_7_sample_Dutch_19.0.txt_24490-24629,['BHL_7_sample_Dutch_19.0.txt'],[24523],[24532],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24523, end=24532, entitycategory=FLORA)']",['cephalium'],"De grens waartoe elke soort haar cephalium ontwikkelen kan , is na- A tuurlijk ook alleen door voortgezette waarneming in loco te bepalen .",['ASPECT'],['FLORA'],"(['De', 'grens', 'waartoe', 'elke', 'soort', 'haar', 'cephalium', 'ontwikkelen', 'kan', ',', 'is', 'na', 'A', 'tuurlijk', 'ook', 'alleen', 'door', 'voortgezette', 'waarneming', 'in', 'loco', 'te', 'bepalen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['De', 'grens', 'waartoe', 'elke', 'soort', 'haar', 'cephalium', 'ontwikkelen', 'kan', ',', 'is', 'na', 'A', 'tuurlijk', 'ook', 'alleen', 'door', 'voortgezette', 'waarneming', 'in', 'loco', 'te', 'bepalen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
352,352,BHL_7_sample_Dutch_19.0.txt_24710-24752,['BHL_7_sample_Dutch_19.0.txt'],[24713],[24717],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24713, end=24717, entitycategory=FLORA)']",['stam'],De stam neemt weinig meer in grootte toe .,['ASPECT'],['FLORA'],"(['De', 'stam', 'neemt', 'weinig', 'meer', 'in', 'grootte', 'toe', '.'], ['O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['De', 'stam', 'neemt', 'weinig', 'meer', 'in', 'grootte', 'toe', '.']","['O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
353,353,BHL_7_sample_Dutch_19.0.txt_24806-24918,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[24824, 24855, 24906]","[24842, 24862, 24916]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24824, end=24842, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24855, end=24862, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24906, end=24916, entitycategory=FLORA)']","['vaatbundelstrengen', 'wortels', 'parenchijm']","Uitgenomen eenige vaatbundelstrengen , diè in de wortels uitloopen , is alles een vleezig en sappig parenchijm .","['ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FLORA', 'FLORA']","(['Uitgenomen', 'eenige', 'vaatbundelstrengen', ',', 'diè', 'in', 'de', 'wortels', 'uitloopen', ',', 'is', 'alles', 'een', 'vleezig', 'en', 'sappig', 'parenchijm', '.'], ['O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O'])","['Uitgenomen', 'eenige', 'vaatbundelstrengen', ',', 'diè', 'in', 'de', 'wortels', 'uitloopen', ',', 'is', 'alles', 'een', 'vleezig', 'en', 'sappig', 'parenchijm', '.']","['O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O']"
354,354,BHL_7_sample_Dutch_19.0.txt_25006-25236,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[25009, 25106, 25208]","[25013, 25112, 25219]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25009, end=25013, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25106, end=25112, entitycategory=WEATHER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25208, end=25219, entitycategory=FLORA)']","['stam', 'regent', 'cepha- lium']","De stam is dus hoofdzakelijk een voorraadschuur van water , die bij gunstige gelegenheden , als het regent , wordt aangevuld , en in dien tusschentijd slechts zeer langzaam voor de ontwikkeling van het cepha- lium gebruikt wordt .","['ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'WEATHER', 'FLORA']","(['De', 'stam', 'is', 'dus', 'hoofdzakelijk', 'een', 'voorraadschuur', 'van', 'water', ',', 'die', 'bij', 'gunstige', 'gelegenheden', ',', 'als', 'het', 'regent', ',', 'wordt', 'aangevuld', ',', 'en', 'in', 'dien', 'tusschentijd', 'slechts', 'zeer', 'langzaam', 'voor', 'de', 'ontwikkeling', 'van', 'het', 'cepha', 'lium', 'gebruikt', 'wordt', '.'], ['O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O'])","['De', 'stam', 'is', 'dus', 'hoofdzakelijk', 'een', 'voorraadschuur', 'van', 'water', ',', 'die', 'bij', 'gunstige', 'gelegenheden', ',', 'als', 'het', 'regent', ',', 'wordt', 'aangevuld', ',', 'en', 'in', 'dien', 'tusschentijd', 'slechts', 'zeer', 'langzaam', 'voor', 'de', 'ontwikkeling', 'van', 'het', 'cepha', 'lium', 'gebruikt', 'wordt', '.']","['O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O']"
355,355,BHL_7_sample_Dutch_19.0.txt_25237-25417,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[25266, 25384]","[25276, 25395]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25266, end=25276, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25384, end=25395, entitycategory=WEATHER)']","['vetplanten', 'regentijden']","Zeker niet minder dan andere vetplanten leveren deze planten een merkwaardig voorbeeld aan van voeging naar een dor , slechts door on¬ regelmatige regentijden afgewisseld klimaat .","['ASPECT', 'ASPECT']","['FLORA', 'WEATHER']","(['Zeker', 'niet', 'minder', 'dan', 'andere', 'vetplanten', 'leveren', 'deze', 'planten', 'een', 'merkwaardig', 'voorbeeld', 'aan', 'van', 'voeging', 'naar', 'een', 'dor', ',', 'slechts', 'door', 'on', 'regelmatige', 'regentijden', 'afgewisseld', 'klimaat', '.'], ['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O'])","['Zeker', 'niet', 'minder', 'dan', 'andere', 'vetplanten', 'leveren', 'deze', 'planten', 'een', 'merkwaardig', 'voorbeeld', 'aan', 'van', 'voeging', 'naar', 'een', 'dor', ',', 'slechts', 'door', 'on', 'regelmatige', 'regentijden', 'afgewisseld', 'klimaat', '.']","['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O']"
356,356,BHL_7_sample_Dutch_19.0.txt_25418-25739,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[25430, 25541, 25563, 25648]","[25439, 25547, 25566, 25657]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25430, end=25439, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=25541, end=25547, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25563, end=25566, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25648, end=25657, entitycategory=FLORA)']","['cephalium', 'negers', 'wol', 'zijtakken']","Wanneer het cephalium door de eene of andere oorzaak vernietigd wordt , hetzij door dieren of ook wel door den mensch — de negers ge¬ bruiken de wol daarvan als tonder — sterft de plant niet noodzakelijk , maar brengt vaak nieuwe zijtakken rondom den ouden top voort , die elk zeer spoedig tot cephaliumvorming overgaan .","['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['FLORA', 'PERSON', 'FLORA', 'FLORA']","(['Wanneer', 'het', 'cephalium', 'door', 'de', 'eene', 'of', 'andere', 'oorzaak', 'vernietigd', 'wordt', ',', 'hetzij', 'door', 'dieren', 'of', 'ook', 'wel', 'door', 'den', 'mensch', 'de', 'negers', 'ge', 'bruiken', 'de', 'wol', 'daarvan', 'als', 'tonder', 'sterft', 'de', 'plant', 'niet', 'noodzakelijk', ',', 'maar', 'brengt', 'vaak', 'nieuwe', 'zijtakken', 'rondom', 'den', 'ouden', 'top', 'voort', ',', 'die', 'elk', 'zeer', 'spoedig', 'tot', 'cephaliumvorming', 'overgaan', '.'], ['O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Wanneer', 'het', 'cephalium', 'door', 'de', 'eene', 'of', 'andere', 'oorzaak', 'vernietigd', 'wordt', ',', 'hetzij', 'door', 'dieren', 'of', 'ook', 'wel', 'door', 'den', 'mensch', 'de', 'negers', 'ge', 'bruiken', 'de', 'wol', 'daarvan', 'als', 'tonder', 'sterft', 'de', 'plant', 'niet', 'noodzakelijk', ',', 'maar', 'brengt', 'vaak', 'nieuwe', 'zijtakken', 'rondom', 'den', 'ouden', 'top', 'voort', ',', 'die', 'elk', 'zeer', 'spoedig', 'tot', 'cephaliumvorming', 'overgaan', '.']","['O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
357,357,BHL_7_sample_Dutch_19.0.txt_2564-2623,['BHL_7_sample_Dutch_19.0.txt'],[2609],[2621],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2609, end=2621, entitycategory=FLORA)']",['middendorens'],Vervolgens komen de soorten met twee of meer middendorens .,['ASPECT'],['FLORA'],"(['Vervolgens', 'komen', 'de', 'soorten', 'met', 'twee', 'of', 'meer', 'middendorens', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O'])","['Vervolgens', 'komen', 'de', 'soorten', 'met', 'twee', 'of', 'meer', 'middendorens', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O']"
358,358,BHL_7_sample_Dutch_19.0.txt_25740-25906,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[25763, 25817, 25900]","[25775, 25828, 25904]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25763, end=25775, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25817, end=25828, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25900, end=25904, entitycategory=FLORA)']","['dorengroepen', 'rand dorens', 'stam']",Op die takken staan de dorengroepen meer gedrongen boven elkander en zijn de rand dorens in elke groep meer zijwaarts uitgegroeid dan op den oorspronke- lijken stam .,"['ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FLORA', 'FLORA']","(['Op', 'die', 'takken', 'staan', 'de', 'dorengroepen', 'meer', 'gedrongen', 'boven', 'elkander', 'en', 'zijn', 'de', 'rand', 'dorens', 'in', 'elke', 'groep', 'meer', 'zijwaarts', 'uitgegroeid', 'dan', 'op', 'den', 'oorspronke', 'lijken', 'stam', '.'], ['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O'])","['Op', 'die', 'takken', 'staan', 'de', 'dorengroepen', 'meer', 'gedrongen', 'boven', 'elkander', 'en', 'zijn', 'de', 'rand', 'dorens', 'in', 'elke', 'groep', 'meer', 'zijwaarts', 'uitgegroeid', 'dan', 'op', 'den', 'oorspronke', 'lijken', 'stam', '.']","['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O']"
359,359,BHL_7_sample_Dutch_19.0.txt_26050-26185,['BHL_7_sample_Dutch_19.0.txt'],[26100],[26119],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26100, end=26119, entitycategory=FLORA)']",['Melocactus communis'],"Eustatius zag ik een bizonder zwaar exemplaar van Melocactus communis , dat door niet minder dan twaalf zoodanige koppen gekroond was .",['ASPECT'],['FLORA'],"(['Eustatius', 'zag', 'ik', 'een', 'bizonder', 'zwaar', 'exemplaar', 'van', 'Melocactus', 'communis', ',', 'dat', 'door', 'niet', 'minder', 'dan', 'twaalf', 'zoodanige', 'koppen', 'gekroond', 'was', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Eustatius', 'zag', 'ik', 'een', 'bizonder', 'zwaar', 'exemplaar', 'van', 'Melocactus', 'communis', ',', 'dat', 'door', 'niet', 'minder', 'dan', 'twaalf', 'zoodanige', 'koppen', 'gekroond', 'was', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
360,360,BHL_7_sample_Dutch_19.0.txt_26186-26391,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[26221, 26347, 26368]","[26227, 26353, 26378]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26221, end=26227, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26347, end=26353, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26368, end=26378, entitycategory=FLORA)']","['eiland', 'Cereus', 'Melocactus']","Eene bizonderheid , die ook op dat eiland bij diezelfde soort werd waargenomen , was een platte kam vorming of fasciatie , welk verschijnsel wel bij soorten van Cereus maar niet bij Melocactus bekend was .","['ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'FLORA', 'FLORA']","(['Eene', 'bizonderheid', ',', 'die', 'ook', 'op', 'dat', 'eiland', 'bij', 'diezelfde', 'soort', 'werd', 'waargenomen', ',', 'was', 'een', 'platte', 'kam', 'vorming', 'of', 'fasciatie', ',', 'welk', 'verschijnsel', 'wel', 'bij', 'soorten', 'van', 'Cereus', 'maar', 'niet', 'bij', 'Melocactus', 'bekend', 'was', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O'])","['Eene', 'bizonderheid', ',', 'die', 'ook', 'op', 'dat', 'eiland', 'bij', 'diezelfde', 'soort', 'werd', 'waargenomen', ',', 'was', 'een', 'platte', 'kam', 'vorming', 'of', 'fasciatie', ',', 'welk', 'verschijnsel', 'wel', 'bij', 'soorten', 'van', 'Cereus', 'maar', 'niet', 'bij', 'Melocactus', 'bekend', 'was', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O']"
361,361,BHL_7_sample_Dutch_19.0.txt_26619-26719,['BHL_7_sample_Dutch_19.0.txt'],[26679],[26686],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26679, end=26686, entitycategory=NAT_LANDFORM)']",['bergpad'],"Het was trouwens vrij ver , en langs een eenigzins moeilijk bergpad van onze woonplaats verwijderd .",['ASPECT'],['NAT_LANDFORM'],"(['Het', 'was', 'trouwens', 'vrij', 'ver', ',', 'en', 'langs', 'een', 'eenigzins', 'moeilijk', 'bergpad', 'van', 'onze', 'woonplaats', 'verwijderd', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O'])","['Het', 'was', 'trouwens', 'vrij', 'ver', ',', 'en', 'langs', 'een', 'eenigzins', 'moeilijk', 'bergpad', 'van', 'onze', 'woonplaats', 'verwijderd', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O']"
362,362,BHL_7_sample_Dutch_19.0.txt_26720-26870,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[26748, 26763, 26803, 26852]","[26755, 26772, 26806, 26855]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26748, end=26755, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26763, end=26772, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26803, end=26806, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26852, end=26855, entitycategory=FLORA)']","['bloemen', 'cephalium', 'wol', 'wol']","Ik vermeldde reeds , dat de bloemen op het cephalium nu eens min of meer buiten de wol uitsteken , dan eens met hare opening met de wol gelijk komen .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FLORA', 'FLORA', 'FLORA']","(['Ik', 'vermeldde', 'reeds', ',', 'dat', 'de', 'bloemen', 'op', 'het', 'cephalium', 'nu', 'eens', 'min', 'of', 'meer', 'buiten', 'de', 'wol', 'uitsteken', ',', 'dan', 'eens', 'met', 'hare', 'opening', 'met', 'de', 'wol', 'gelijk', 'komen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O'])","['Ik', 'vermeldde', 'reeds', ',', 'dat', 'de', 'bloemen', 'op', 'het', 'cephalium', 'nu', 'eens', 'min', 'of', 'meer', 'buiten', 'de', 'wol', 'uitsteken', ',', 'dan', 'eens', 'met', 'hare', 'opening', 'met', 'de', 'wol', 'gelijk', 'komen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O']"
363,363,BHL_7_sample_Dutch_19.0.txt_26871-26945,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[26877, 26898]","[26885, 26902]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26877, end=26885, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26898, end=26902, entitycategory=WEATHER)']","['eilanden', 'wind']",Op de eilanden beneden den wind heb ik niet vele soorten in bloei gezien .,"['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'WEATHER']","(['Op', 'de', 'eilanden', 'beneden', 'den', 'wind', 'heb', 'ik', 'niet', 'vele', 'soorten', 'in', 'bloei', 'gezien', '.'], ['O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Op', 'de', 'eilanden', 'beneden', 'den', 'wind', 'heb', 'ik', 'niet', 'vele', 'soorten', 'in', 'bloei', 'gezien', '.']","['O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
364,364,BHL_7_sample_Dutch_19.0.txt_26946-27049,['BHL_7_sample_Dutch_19.0.txt'],[26996],[27003],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26996, end=27003, entitycategory=WEATHER)']",['droogte'],Misschien was dit wel het gevolg van de bizondere droogte ge durende den tijd van ons verblijf aldaar .,['ASPECT'],['WEATHER'],"(['Misschien', 'was', 'dit', 'wel', 'het', 'gevolg', 'van', 'de', 'bizondere', 'droogte', 'ge', 'durende', 'den', 'tijd', 'van', 'ons', 'verblijf', 'aldaar', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Misschien', 'was', 'dit', 'wel', 'het', 'gevolg', 'van', 'de', 'bizondere', 'droogte', 'ge', 'durende', 'den', 'tijd', 'van', 'ons', 'verblijf', 'aldaar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
365,365,BHL_7_sample_Dutch_19.0.txt_27-46,['BHL_7_sample_Dutch_19.0.txt'],[34],[45],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=34, end=45, entitycategory=PERSON)']","['Suringar, W']","Title: Suringar, W.",['ASPECT'],['PERSON'],"(['Title', 'Suringar', ',', 'W', '.'], ['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O'])","['Title', 'Suringar', ',', 'W', '.']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
