Unnamed: 0,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,century
2112,IT_5_sample.txt,IT_5_sample.txt_4658-4997,4926,4934,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4926, end=4934, entitycategory=HUM_LANDFORM)",Bargello,"Here , in the refectory of the latter convent , where Michelangelo is said to have had a niece , and for this cause to have built the nuns a door , is the fresco of the Last Supper by Andrea del Castagno ; while on the walls are some portraits , brought here from the Bargello , of Farinata degli Uberti , Niccolò Acciaiuoli , and others .",ASPECT,HUM_LANDFORM,20.0
2113,IT_5_sample.txt,IT_5_sample.txt_4658-4997,4940,4961,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4940, end=4961, entitycategory=PERSON)",Farinata degli Uberti,"Here , in the refectory of the latter convent , where Michelangelo is said to have had a niece , and for this cause to have built the nuns a door , is the fresco of the Last Supper by Andrea del Castagno ; while on the walls are some portraits , brought here from the Bargello , of Farinata degli Uberti , Niccolò Acciaiuoli , and others .",ASPECT,PERSON,20.0
2114,IT_5_sample.txt,IT_5_sample.txt_4658-4997,4964,4982,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4964, end=4982, entitycategory=PERSON)",Niccolò Acciaiuoli,"Here , in the refectory of the latter convent , where Michelangelo is said to have had a niece , and for this cause to have built the nuns a door , is the fresco of the Last Supper by Andrea del Castagno ; while on the walls are some portraits , brought here from the Bargello , of Farinata degli Uberti , Niccolò Acciaiuoli , and others .",ASPECT,PERSON,20.0
2115,IT_5_sample.txt,IT_5_sample.txt_4998-5032,5020,5027,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5020, end=5027, entitycategory=HUM_LANDFORM)",convent,"In another suppressed convent , S.",ASPECT,HUM_LANDFORM,20.0
2116,IT_5_sample.txt,IT_5_sample.txt_5104-5334,5142,5152,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5142, end=5152, entitycategory=LOCATION)",Via Guelfa,"Reparata , and then to the right into Via Guelfa ) , is another Last Supper , supposed to be the work of a pupil of Perugino , -- Morelli says Giannicolo Manni , who painted the miracle picture of Madonna in the Duomo of Perugia .",ASPECT,LOCATION,20.0
2117,IT_5_sample.txt,IT_5_sample.txt_5104-5334,5211,5216,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=5211, end=5216, entitycategory=PERSON, sentimentcategory=3)",pupil,"Reparata , and then to the right into Via Guelfa ) , is another Last Supper , supposed to be the work of a pupil of Perugino , -- Morelli says Giannicolo Manni , who painted the miracle picture of Madonna in the Duomo of Perugia .",,PERSON,20.0
2118,IT_5_sample.txt,IT_5_sample.txt_5104-5334,5220,5228,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5220, end=5228, entitycategory=PERSON)",Perugino,"Reparata , and then to the right into Via Guelfa ) , is another Last Supper , supposed to be the work of a pupil of Perugino , -- Morelli says Giannicolo Manni , who painted the miracle picture of Madonna in the Duomo of Perugia .",ASPECT,PERSON,20.0
2119,IT_5_sample.txt,IT_5_sample.txt_5104-5334,5234,5263,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5234, end=5263, entitycategory=PERSON)",Morelli says Giannicolo Manni,"Reparata , and then to the right into Via Guelfa ) , is another Last Supper , supposed to be the work of a pupil of Perugino , -- Morelli says Giannicolo Manni , who painted the miracle picture of Madonna in the Duomo of Perugia .",ASPECT,PERSON,20.0
2120,IT_5_sample.txt,IT_5_sample.txt_5104-5334,5316,5332,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5316, end=5332, entitycategory=HUM_LANDFORM)",Duomo of Perugia,"Reparata , and then to the right into Via Guelfa ) , is another Last Supper , supposed to be the work of a pupil of Perugino , -- Morelli says Giannicolo Manni , who painted the miracle picture of Madonna in the Duomo of Perugia .",ASPECT,HUM_LANDFORM,20.0
2121,IT_5_sample.txt,IT_5_sample.txt_5335-5532,5381,5397,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5381, end=5397, entitycategory=PERSON)",Andrea del Sarto,"Another picture of the Last Supper -- this by Andrea del Sarto -- may be found in another desecrated monastery , founded in 1048 by the Vallombrosans , the second monastery of the congregation , S.",ASPECT,PERSON,20.0
2122,IT_5_sample.txt,IT_5_sample.txt_5335-5532,5436,5445,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5436, end=5445, entitycategory=HUM_LANDFORM)",monastery,"Another picture of the Last Supper -- this by Andrea del Sarto -- may be found in another desecrated monastery , founded in 1048 by the Vallombrosans , the second monastery of the congregation , S.",ASPECT,HUM_LANDFORM,20.0
2123,IT_5_sample.txt,IT_5_sample.txt_5335-5532,5471,5484,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5471, end=5484, entitycategory=PERSON)",Vallombrosans,"Another picture of the Last Supper -- this by Andrea del Sarto -- may be found in another desecrated monastery , founded in 1048 by the Vallombrosans , the second monastery of the congregation , S.",ASPECT,PERSON,20.0
2124,IT_5_sample.txt,IT_5_sample.txt_5335-5532,5498,5507,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5498, end=5507, entitycategory=HUM_LANDFORM)",monastery,"Another picture of the Last Supper -- this by Andrea del Sarto -- may be found in another desecrated monastery , founded in 1048 by the Vallombrosans , the second monastery of the congregation , S.",ASPECT,HUM_LANDFORM,20.0
2125,IT_5_sample.txt,IT_5_sample.txt_5533-5587,5575,5585,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5575, end=5585, entitycategory=LOCATION)",Settignano,"Salvi , just without the Barriera towards Settignano .",ASPECT,LOCATION,20.0
2126,IT_5_sample.txt,IT_5_sample.txt_5588-5660,5612,5621,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5612, end=5621, entitycategory=HUM_LANDFORM)",monastery,It was in front of this monastery that Corso Donati was killed in 1307 .,ASPECT,HUM_LANDFORM,20.0
2127,IT_5_sample.txt,IT_5_sample.txt_5588-5660,5627,5639,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5627, end=5639, entitycategory=PERSON)",Corso Donati,It was in front of this monastery that Corso Donati was killed in 1307 .,ASPECT,PERSON,20.0
2128,IT_5_sample.txt,IT_5_sample.txt_5661-5776,5682,5687,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=5682, end=5687, entitycategory=PERSON, sentimentcategory=3)",monks,"He was buried by the monks in the church , and four years later his body was borne away to Florence by his family .",,PERSON,20.0
2129,IT_5_sample.txt,IT_5_sample.txt_5661-5776,5695,5701,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5695, end=5701, entitycategory=HUM_LANDFORM)",church,"He was buried by the monks in the church , and four years later his body was borne away to Florence by his family .",ASPECT,HUM_LANDFORM,20.0
2130,IT_5_sample.txt,IT_5_sample.txt_5661-5776,5752,5760,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5752, end=5760, entitycategory=LOCATION)",Florence,"He was buried by the monks in the church , and four years later his body was borne away to Florence by his family .",ASPECT,LOCATION,20.0
2131,IT_5_sample.txt,IT_5_sample.txt_5661-5776,5768,5774,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5768, end=5774, entitycategory=PERSON)",family,"He was buried by the monks in the church , and four years later his body was borne away to Florence by his family .",ASPECT,PERSON,20.0
2132,IT_5_sample.txt,IT_5_sample.txt_5777-5895,5782,5791,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5782, end=5791, entitycategory=HUM_LANDFORM)",monastery,"This monastery is now turned into houses , and the refectory with the Andrea del Sarto is become a national monument .",ASPECT,HUM_LANDFORM,20.0
2133,IT_5_sample.txt,IT_5_sample.txt_5777-5895,5811,5817,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5811, end=5817, entitycategory=HUM_LANDFORM)",houses,"This monastery is now turned into houses , and the refectory with the Andrea del Sarto is become a national monument .",ASPECT,HUM_LANDFORM,20.0
2134,IT_5_sample.txt,IT_5_sample.txt_5777-5895,5828,5837,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5828, end=5837, entitycategory=HUM_LANDFORM)",refectory,"This monastery is now turned into houses , and the refectory with the Andrea del Sarto is become a national monument .",ASPECT,HUM_LANDFORM,20.0
2135,IT_5_sample.txt,IT_5_sample.txt_5777-5895,5885,5893,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5885, end=5893, entitycategory=HUM_LANDFORM)",monument,"This monastery is now turned into houses , and the refectory with the Andrea del Sarto is become a national monument .",ASPECT,HUM_LANDFORM,20.0
2136,IT_5_sample.txt,IT_5_sample.txt_5896-5990,5925,5931,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5925, end=5931, entitycategory=HUM_LANDFORM)",church,"Like many another desecrated church , convent , or religious house , the Government , as at S.",ASPECT,HUM_LANDFORM,20.0
2137,IT_5_sample.txt,IT_5_sample.txt_5896-5990,5934,5941,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5934, end=5941, entitycategory=HUM_LANDFORM)",convent,"Like many another desecrated church , convent , or religious house , the Government , as at S.",ASPECT,HUM_LANDFORM,20.0
2138,IT_5_sample.txt,IT_5_sample.txt_5896-5990,5947,5962,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5947, end=5962, entitycategory=HUM_LANDFORM)",religious house,"Like many another desecrated church , convent , or religious house , the Government , as at S.",ASPECT,HUM_LANDFORM,20.0
2139,IT_5_sample.txt,IT_5_sample.txt_5896-5990,5969,5979,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5969, end=5979, entitycategory=ORGANISATION)",Government,"Like many another desecrated church , convent , or religious house , the Government , as at S.",ASPECT,ORGANISATION,20.0
2140,IT_5_sample.txt,IT_5_sample.txt_5991-6029,5999,6020,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5999, end=6020, entitycategory=HUM_LANDFORM)",Chiostro dello Scalzo,"Marco , Chiostro dello Scalzo , and S.",ASPECT,HUM_LANDFORM,20.0
2141,IT_5_sample.txt,IT_5_sample.txt_6030-6101,6030,6037,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6030, end=6037, entitycategory=HUM_LANDFORM)",Onofrio,"Onofrio , charges you twenty-five centesimi to see their stolen goods .",ASPECT,HUM_LANDFORM,20.0
2142,IT_5_sample.txt,IT_5_sample.txt_6171-6378,6196,6201,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6196, end=6201, entitycategory=HUM_LANDFORM)",abbey,"The best account of this abbey I ever read in English is contained in a book full of similar good things , good English , and good pictures , called The Old Road through France to Florence , written by H.W .",ASPECT,HUM_LANDFORM,20.0
2143,IT_5_sample.txt,IT_5_sample.txt_6171-6378,6341,6347,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6341, end=6347, entitycategory=LOCATION)",France,"The best account of this abbey I ever read in English is contained in a book full of similar good things , good English , and good pictures , called The Old Road through France to Florence , written by H.W .",ASPECT,LOCATION,20.0
2144,IT_5_sample.txt,IT_5_sample.txt_6171-6378,6351,6359,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6351, end=6359, entitycategory=LOCATION)",Florence,"The best account of this abbey I ever read in English is contained in a book full of similar good things , good English , and good pictures , called The Old Road through France to Florence , written by H.W .",ASPECT,LOCATION,20.0
2145,IT_5_sample.txt,IT_5_sample.txt_6171-6378,6373,6376,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6373, end=6376, entitycategory=PERSON)",H.W,"The best account of this abbey I ever read in English is contained in a book full of similar good things , good English , and good pictures , called The Old Road through France to Florence , written by H.W .",ASPECT,PERSON,20.0
2146,IT_5_sample.txt,IT_5_sample.txt_6544-6697,6544,6551,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6544, end=6551, entitycategory=LOCATION)",Spirito,"Spirito as it was called later , was never really part of the city proper , but rather a suburb surrounded , as Florence itself was , by wall and river .",ASPECT,LOCATION,20.0
2147,IT_5_sample.txt,IT_5_sample.txt_6544-6697,6656,6664,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6656, end=6664, entitycategory=LOCATION)",Florence,"Spirito as it was called later , was never really part of the city proper , but rather a suburb surrounded , as Florence itself was , by wall and river .",ASPECT,LOCATION,20.0
2148,IT_5_sample.txt,IT_5_sample.txt_6544-6697,6681,6685,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6681, end=6685, entitycategory=HUM_LANDFORM)",wall,"Spirito as it was called later , was never really part of the city proper , but rather a suburb surrounded , as Florence itself was , by wall and river .",ASPECT,HUM_LANDFORM,20.0
2149,IT_5_sample.txt,IT_5_sample.txt_6544-6697,6690,6695,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6690, end=6695, entitycategory=NAT_LANDFORM)",river,"Spirito as it was called later , was never really part of the city proper , but rather a suburb surrounded , as Florence itself was , by wall and river .",ASPECT,NAT_LANDFORM,20.0
2150,IT_5_sample.txt,IT_5_sample.txt_6698-6919,6732,6736,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=6732, end=6736, entitycategory=PERSON, sentimentcategory=3)",poor,"The home for the most part of the poor , though by no means without the towers and palaces of the nobles , it seems always to have lent itself readily enough to the hatching of any plot against the Government of the day .",,PERSON,20.0
2151,IT_5_sample.txt,IT_5_sample.txt_6698-6919,6770,6776,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6770, end=6776, entitycategory=HUM_LANDFORM)",towers,"The home for the most part of the poor , though by no means without the towers and palaces of the nobles , it seems always to have lent itself readily enough to the hatching of any plot against the Government of the day .",ASPECT,HUM_LANDFORM,20.0
2152,IT_5_sample.txt,IT_5_sample.txt_6698-6919,6781,6788,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6781, end=6788, entitycategory=HUM_LANDFORM)",palaces,"The home for the most part of the poor , though by no means without the towers and palaces of the nobles , it seems always to have lent itself readily enough to the hatching of any plot against the Government of the day .",ASPECT,HUM_LANDFORM,20.0
2153,IT_5_sample.txt,IT_5_sample.txt_6698-6919,6796,6802,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=6796, end=6802, entitycategory=PERSON, sentimentcategory=3)",nobles,"The home for the most part of the poor , though by no means without the towers and palaces of the nobles , it seems always to have lent itself readily enough to the hatching of any plot against the Government of the day .",,PERSON,20.0
2154,IT_5_sample.txt,IT_5_sample.txt_6698-6919,6896,6906,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=6896, end=6906, entitycategory=PERSON, sentimentcategory=3)",Government,"The home for the most part of the poor , though by no means without the towers and palaces of the nobles , it seems always to have lent itself readily enough to the hatching of any plot against the Government of the day .",,PERSON,20.0
2155,IT_5_sample.txt,IT_5_sample.txt_6920-7076,6937,6943,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6937, end=6943, entitycategory=PERSON, sentimentcategory=3)",nobles,"Here in 1343 the nobles made their last stand , here the signal was given for the Ciompi rising , and here Luca Pitti built his palace to outdo the Medici .",ASPECT,PERSON,20.0
2156,IT_5_sample.txt,IT_5_sample.txt_6920-7076,7027,7037,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7027, end=7037, entitycategory=PERSON)",Luca Pitti,"Here in 1343 the nobles made their last stand , here the signal was given for the Ciompi rising , and here Luca Pitti built his palace to outdo the Medici .",ASPECT,PERSON,20.0
2157,IT_5_sample.txt,IT_5_sample.txt_6920-7076,7048,7054,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7048, end=7054, entitycategory=HUM_LANDFORM)",palace,"Here in 1343 the nobles made their last stand , here the signal was given for the Ciompi rising , and here Luca Pitti built his palace to outdo the Medici .",ASPECT,HUM_LANDFORM,20.0
2158,IT_5_sample.txt,IT_5_sample.txt_6920-7076,7068,7074,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7068, end=7074, entitycategory=PERSON)",Medici,"Here in 1343 the nobles made their last stand , here the signal was given for the Ciompi rising , and here Luca Pitti built his palace to outdo the Medici .",ASPECT,PERSON,20.0
2159,IT_5_sample.txt,IT_5_sample.txt_7077-7124,7112,7123,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7112, end=7123, entitycategory=HUM_LANDFORM)",bridge of S,If you cross Arno by the beautiful bridge of S.,ASPECT,HUM_LANDFORM,20.0
2160,IT_5_sample.txt,IT_5_sample.txt_7182-7299,7201,7207,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7201, end=7207, entitycategory=HUM_LANDFORM)",palace,"Jacopo , the first palace that of the Frescobaldi , whom the Duke of Athens brought into Florence after their exile .",ASPECT,HUM_LANDFORM,20.0
2161,IT_5_sample.txt,IT_5_sample.txt_7182-7299,7220,7231,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7220, end=7231, entitycategory=PERSON)",Frescobaldi,"Jacopo , the first palace that of the Frescobaldi , whom the Duke of Athens brought into Florence after their exile .",ASPECT,PERSON,20.0
2162,IT_5_sample.txt,IT_5_sample.txt_7182-7299,7243,7257,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=7243, end=7257, entitycategory=PERSON, sentimentcategory=3)",Duke of Athens,"Jacopo , the first palace that of the Frescobaldi , whom the Duke of Athens brought into Florence after their exile .",,PERSON,20.0
2163,IT_5_sample.txt,IT_5_sample.txt_7182-7299,7271,7279,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7271, end=7279, entitycategory=LOCATION)",Florence,"Jacopo , the first palace that of the Frescobaldi , whom the Duke of Athens brought into Florence after their exile .",ASPECT,LOCATION,20.0
2164,IT_5_sample.txt,IT_5_sample.txt_7300-7341,7305,7311,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7305, end=7311, entitycategory=HUM_LANDFORM)",palace,"This palace , as well as the Church of S.",ASPECT,HUM_LANDFORM,20.0
2165,IT_5_sample.txt,IT_5_sample.txt_7342-7450,7366,7383,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7366, end=7383, entitycategory=PERSON)",Giano della Bella,"Jacopo close by , where Giano della Bella 's death was plotted , were given in 1529 to the Franciscans of S.",ASPECT,PERSON,20.0
2166,IT_5_sample.txt,IT_5_sample.txt_7451-7504,7469,7476,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7469, end=7476, entitycategory=HUM_LANDFORM)",convent,"Salvatore , whose convent had suffered in the siege .",ASPECT,HUM_LANDFORM,20.0
2168,IT_5_sample.txt,IT_5_sample.txt_7508-7617,7555,7561,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7555, end=7561, entitycategory=HUM_LANDFORM)",arcade,"Jacopo , which still retains a fine romanesque arcade , was originally a foundation of the eleventh century .",ASPECT,HUM_LANDFORM,20.0
2169,IT_5_sample.txt,IT_5_sample.txt_7618-7767,7665,7671,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=7665, end=7671, entitycategory=PERSON, sentimentcategory=3)",friars,"It seems to have been entirely rebuilt for the friars and the palace turned into a convent in 1580 , and again to have suffered restoration in 1790 .",,PERSON,20.0
2170,IT_5_sample.txt,IT_5_sample.txt_7618-7767,7680,7686,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7680, end=7686, entitycategory=HUM_LANDFORM)",palace,"It seems to have been entirely rebuilt for the friars and the palace turned into a convent in 1580 , and again to have suffered restoration in 1790 .",ASPECT,HUM_LANDFORM,20.0
2171,IT_5_sample.txt,IT_5_sample.txt_7618-7767,7701,7708,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7701, end=7708, entitycategory=HUM_LANDFORM)",convent,"It seems to have been entirely rebuilt for the friars and the palace turned into a convent in 1580 , and again to have suffered restoration in 1790 .",ASPECT,HUM_LANDFORM,20.0
2172,IT_5_sample.txt,IT_5_sample.txt_7768-7836,7795,7801,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7795, end=7801, entitycategory=HUM_LANDFORM)",towers,"Close by is a group of old towers , still picturesque and splendid .",ASPECT,HUM_LANDFORM,20.0
2175,IT_5_sample.txt,IT_5_sample.txt_7837-7899,7862,7872,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7862, end=7872, entitycategory=LOCATION)",Via Maggio,"Turning thence back into Via Maggio , and passing along Via S.",ASPECT,LOCATION,20.0
2176,IT_5_sample.txt,IT_5_sample.txt_7837-7899,7893,7898,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7893, end=7898, entitycategory=LOCATION)",Via S,"Turning thence back into Via Maggio , and passing along Via S.",ASPECT,LOCATION,20.0
2177,IT_5_sample.txt,IT_5_sample.txt_7900-7918,7900,7907,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7900, end=7907, entitycategory=LOCATION)",Spirito,Spirito and Via S.,ASPECT,LOCATION,20.0
2178,IT_5_sample.txt,IT_5_sample.txt_7919-8023,7964,7982,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=7964, end=7982, entitycategory=HUM_LANDFORM)",Piazza del Carmine,"Frediano , you come at last on the left into Piazza del Carmine , before the great church of that name .",ASPECT,HUM_LANDFORM,20.0
2179,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8028,8049,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8028, end=8049, entitycategory=HUM_LANDFORM)",church of the Carmine,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,HUM_LANDFORM,20.0
2180,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8058,8067,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8058, end=8067, entitycategory=HUM_LANDFORM)",monastery,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,HUM_LANDFORM,20.0
2181,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8090,8100,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8090, end=8100, entitycategory=ORGANISATION)",Carmelites,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,ORGANISATION,20.0
2182,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8172,8180,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=8172, end=8180, entitycategory=PERSON, sentimentcategory=3)",families,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",,PERSON,20.0
2183,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8187,8192,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8187, end=8192, entitycategory=HUM_LANDFORM)",homes,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,HUM_LANDFORM,20.0
2184,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8232,8240,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8232, end=8240, entitycategory=PERSON)",Soderini,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,PERSON,20.0
2185,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8247,8252,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8247, end=8252, entitycategory=PERSON)",Nerli,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,PERSON,20.0
2186,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8259,8267,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8259, end=8267, entitycategory=PERSON)",Serragli,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,PERSON,20.0
2187,IT_5_sample.txt,IT_5_sample.txt_8024-8439,8379,8383,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8379, end=8383, entitycategory=NAT_PHENOMENON)",fire,"The church of the Carmine and the monastery now suppressed of the Carmelites across Arno were originally built in 1268 , with the help of the great families whose homes were in this part of the city , -- the Soderini , the Nerli , the Serragli ; it remained unfinished for more than two centuries , and in 1771 it was unhappily almost wholly destroyed by fire , only the sacristy and the Brancacci Chapel escaping .",ASPECT,NAT_PHENOMENON,20.0
