sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
GB-156_sample_French_20.txt_13874-13911,['GB-156_sample_French_20.txt'],[13902],[13909],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13902, end=13909, entitycategory=FLORA)']",['PLANTES'],[ Illustration : JARDIN DES PLANTES .,['ASPECT'],['FLORA'],"(['Illustration', 'JARDIN', 'DES', 'PLANTES', '.'], ['O', 'O', 'O', 'B-FLORA', 'O'])","['Illustration', 'JARDIN', 'DES', 'PLANTES', '.']","['O', 'O', 'O', 'B-FLORA', 'O']"
GB-156_sample_French_20.txt_13912-14206,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[13915, 14002, 14015, 14086, 14178]","[13929, 14011, 14024, 14092, 14187]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13915, end=13929, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14002, end=14011, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14015, end=14024, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14086, end=14092, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14178, end=14187, entitycategory=FAUNA)']","['cèdre du Liban', 'bâtiments', 'Louis XVI', 'Buffon', 'papillons']","Le cèdre du Liban . ] Est-il enfin rien de plus coquet que les petites pièces des anciens bâtiments de Louis XVI , qui constituèrent jadis le Cabinet d'histoire naturelle de Buffon , dont les fines boiseries grises servirent de cadres aux admirables collections des papillons de tous les pays .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'HUM_LANDFORM', 'PERSON', 'LOCATION', 'FAUNA']","(['Le', 'cèdre', 'du', 'Liban', '.', 'Est', 'il', 'enfin', 'rien', 'de', 'plus', 'coquet', 'que', 'les', 'petites', 'pièces', 'des', 'anciens', 'bâtiments', 'de', 'Louis', 'XVI', ',', 'qui', 'constituèrent', 'jadis', 'le', 'Cabinet', ""d'histoire"", 'naturelle', 'de', 'Buffon', ',', 'dont', 'les', 'fines', 'boiseries', 'grises', 'servirent', 'de', 'cadres', 'aux', 'admirables', 'collections', 'des', 'papillons', 'de', 'tous', 'les', 'pays', '.'], ['O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O'])","['Le', 'cèdre', 'du', 'Liban', '.', 'Est', 'il', 'enfin', 'rien', 'de', 'plus', 'coquet', 'que', 'les', 'petites', 'pièces', 'des', 'anciens', 'bâtiments', 'de', 'Louis', 'XVI', ',', 'qui', 'constituèrent', 'jadis', 'le', 'Cabinet', ""d'histoire"", 'naturelle', 'de', 'Buffon', ',', 'dont', 'les', 'fines', 'boiseries', 'grises', 'servirent', 'de', 'cadres', 'aux', 'admirables', 'collections', 'des', 'papillons', 'de', 'tous', 'les', 'pays', '.']","['O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O']"
GB-156_sample_French_20.txt_14383-14656,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[14415, 14452, 14464, 14489, 14546, 14587, 14647]","[14424, 14457, 14470, 14498, 14552, 14595, 14654]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14415, end=14424, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14452, end=14457, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14464, end=14470, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14489, end=14498, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14546, end=14552, entitycategory=MYTH)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14587, end=14595, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14647, end=14654, entitycategory=FLORA)']","['papillons', 'Indes', 'Brésil', 'papillons', 'sphynx', 'papillon', 'PLANTES']","Ils étaient tous là , les beaux papillons aux éclats métalliques des Indes et du Brésil , comme aussi les papillons aux mille couleurs de France , depuis le grand sphynx à tête de mort jusqu'au minuscule papillon bleu des prairies . [ Illustration : LE JARDIN DES PLANTES .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FAUNA', 'LOCATION', 'LOCATION', 'FLORA', 'MYTH', 'FAUNA', 'FLORA']","(['Ils', 'étaient', 'tous', 'là', ',', 'les', 'beaux', 'papillons', 'aux', 'éclats', 'métalliques', 'des', 'Indes', 'et', 'du', 'Brésil', ',', 'comme', 'aussi', 'les', 'papillons', 'aux', 'mille', 'couleurs', 'de', 'France', ',', 'depuis', 'le', 'grand', 'sphynx', 'à', 'tête', 'de', 'mort', ""jusqu'au"", 'minuscule', 'papillon', 'bleu', 'des', 'prairies', '.', 'Illustration', 'LE', 'JARDIN', 'DES', 'PLANTES', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MYTH', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O'])","['Ils', 'étaient', 'tous', 'là', ',', 'les', 'beaux', 'papillons', 'aux', 'éclats', 'métalliques', 'des', 'Indes', 'et', 'du', 'Brésil', ',', 'comme', 'aussi', 'les', 'papillons', 'aux', 'mille', 'couleurs', 'de', 'France', ',', 'depuis', 'le', 'grand', 'sphynx', 'à', 'tête', 'de', 'mort', ""jusqu'au"", 'minuscule', 'papillon', 'bleu', 'des', 'prairies', '.', 'Illustration', 'LE', 'JARDIN', 'DES', 'PLANTES', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MYTH', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O']"
GB-156_sample_French_20.txt_14657-15015,['GB-156_sample_French_20.txt'],[14664],[14676],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=14664, end=14676, entitycategory=HUM_LANDFORM)']",['amphithéâtre'],"Ancien amphithéâtre . ] Peut-être le temps avait-il comme poudré et légèrement éteint l'éclat merveilleux de leurs colorations premières , mais cela valait mieux ainsi : trop éclatants , ils eussent détonné dans ce milieu un peu vieillot , et c'était un charme de plus de voir ces joyaux de l'air si légèrement recouverts d'un rien de la poussière du passé !",['ASPECT'],['HUM_LANDFORM'],"(['Ancien', 'amphithéâtre', '.', 'Peut', 'être', 'le', 'temps', 'avait', 'il', 'comme', 'poudré', 'et', 'légèrement', 'éteint', ""l'éclat"", 'merveilleux', 'de', 'leurs', 'colorations', 'premières', ',', 'mais', 'cela', 'valait', 'mieux', 'ainsi', 'trop', 'éclatants', ',', 'ils', 'eussent', 'détonné', 'dans', 'ce', 'milieu', 'un', 'peu', 'vieillot', ',', 'et', ""c'était"", 'un', 'charme', 'de', 'plus', 'de', 'voir', 'ces', 'joyaux', 'de', ""l'air"", 'si', 'légèrement', 'recouverts', ""d'un"", 'rien', 'de', 'la', 'poussière', 'du', 'passé', '!'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Ancien', 'amphithéâtre', '.', 'Peut', 'être', 'le', 'temps', 'avait', 'il', 'comme', 'poudré', 'et', 'légèrement', 'éteint', ""l'éclat"", 'merveilleux', 'de', 'leurs', 'colorations', 'premières', ',', 'mais', 'cela', 'valait', 'mieux', 'ainsi', 'trop', 'éclatants', ',', 'ils', 'eussent', 'détonné', 'dans', 'ce', 'milieu', 'un', 'peu', 'vieillot', ',', 'et', ""c'était"", 'un', 'charme', 'de', 'plus', 'de', 'voir', 'ces', 'joyaux', 'de', ""l'air"", 'si', 'légèrement', 'recouverts', ""d'un"", 'rien', 'de', 'la', 'poussière', 'du', 'passé', '!']","['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
GB-156_sample_French_20.txt_15289-15329,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[15289, 15308]","[15295, 15327]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15289, end=15295, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15308, end=15327, entitycategory=PERSON)']","['Périer', 'Directeur du Muséum']","Périer , l'éminent Directeur du Muséum ?","['ASPECT', 'ASPECT']","['PERSON', 'PERSON']","(['Périer', ',', ""l'éminent"", 'Directeur', 'du', 'Muséum', '?'], ['B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O'])","['Périer', ',', ""l'éminent"", 'Directeur', 'du', 'Muséum', '?']","['B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
GB-156_sample_French_20.txt_15330-15644,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[15352, 15618]","[15361, 15625]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15352, end=15361, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15618, end=15625, entitycategory=FLORA)']","['papillons', 'PLANTES']","-- Les collections de papillons sont maintenant transférées dans le vaste et somptueux hall central du nouveau pavillon consacré à l'Histoire naturelle , je les aimais davantage dans le cadre discret qui les enfermait autrefois et qui leur convenait si bien . [ Illustration : JARDIN DES PLANTES AU XVIIIe SIÈCLE .","['ASPECT', 'ASPECT']","['FLORA', 'FLORA']","(['Les', 'collections', 'de', 'papillons', 'sont', 'maintenant', 'transférées', 'dans', 'le', 'vaste', 'et', 'somptueux', 'hall', 'central', 'du', 'nouveau', 'pavillon', 'consacré', 'à', ""l'Histoire"", 'naturelle', ',', 'je', 'les', 'aimais', 'davantage', 'dans', 'le', 'cadre', 'discret', 'qui', 'les', 'enfermait', 'autrefois', 'et', 'qui', 'leur', 'convenait', 'si', 'bien', '.', 'Illustration', 'JARDIN', 'DES', 'PLANTES', 'AU', 'XVIIIe', 'SIÈCLE', '.'], ['O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O'])","['Les', 'collections', 'de', 'papillons', 'sont', 'maintenant', 'transférées', 'dans', 'le', 'vaste', 'et', 'somptueux', 'hall', 'central', 'du', 'nouveau', 'pavillon', 'consacré', 'à', ""l'Histoire"", 'naturelle', ',', 'je', 'les', 'aimais', 'davantage', 'dans', 'le', 'cadre', 'discret', 'qui', 'les', 'enfermait', 'autrefois', 'et', 'qui', 'leur', 'convenait', 'si', 'bien', '.', 'Illustration', 'JARDIN', 'DES', 'PLANTES', 'AU', 'XVIIIe', 'SIÈCLE', '.']","['O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O']"
GB-156_sample_French_20.txt_15645-15667,['GB-156_sample_French_20.txt'],[15658],[15665],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15658, end=15665, entitycategory=PERSON)']",['Hilaire'],Aquarelle de Hilaire .,['ASPECT'],['PERSON'],"(['Aquarelle', 'de', 'Hilaire', '.'], ['O', 'O', 'B-PERSON', 'O'])","['Aquarelle', 'de', 'Hilaire', '.']","['O', 'O', 'B-PERSON', 'O']"
GB-156_sample_French_20.txt_15668-16079,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[15699, 15798, 15847, 15925, 16071]","[15711, 15807, 15859, 15946, 16077]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15699, end=15711, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15798, end=15807, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15847, end=15859, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=15925, end=15946, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16071, end=16077, entitycategory=FLORA)']","[""fleurs d'eau"", 'orchidées', 'amphithéâtre', 'Mme Madeleine Lemaire', 'fleurs']","Bibliothèque Nationale . ] Les fleurs d'eau s'épanouissent , comme jadis , dans les mêmes serres étouffantes et basses , près des orchidées aux formes étranges , et dans le vieil amphithéâtre , où professèrent tant d'illustres savants , une noble artiste , Mme Madeleine Lemaire -- le seul « professeur femme » qui ait enseigné au Muséum -- initie un auditoire attentif et charmé à la divine beauté des fleurs !","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FLORA', 'HUM_LANDFORM', 'PERSON', 'FLORA']","(['Bibliothèque', 'Nationale', '.', 'Les', 'fleurs', ""d'eau"", ""s'épanouissent"", ',', 'comme', 'jadis', ',', 'dans', 'les', 'mêmes', 'serres', 'étouffantes', 'et', 'basses', ',', 'près', 'des', 'orchidées', 'aux', 'formes', 'étranges', ',', 'et', 'dans', 'le', 'vieil', 'amphithéâtre', ',', 'où', 'professèrent', 'tant', ""d'illustres"", 'savants', ',', 'une', 'noble', 'artiste', ',', 'Mme', 'Madeleine', 'Lemaire', 'le', 'seul', 'professeur', 'femme', 'qui', 'ait', 'enseigné', 'au', 'Muséum', 'initie', 'un', 'auditoire', 'attentif', 'et', 'charmé', 'à', 'la', 'divine', 'beauté', 'des', 'fleurs', '!'], ['O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O'])","['Bibliothèque', 'Nationale', '.', 'Les', 'fleurs', ""d'eau"", ""s'épanouissent"", ',', 'comme', 'jadis', ',', 'dans', 'les', 'mêmes', 'serres', 'étouffantes', 'et', 'basses', ',', 'près', 'des', 'orchidées', 'aux', 'formes', 'étranges', ',', 'et', 'dans', 'le', 'vieil', 'amphithéâtre', ',', 'où', 'professèrent', 'tant', ""d'illustres"", 'savants', ',', 'une', 'noble', 'artiste', ',', 'Mme', 'Madeleine', 'Lemaire', 'le', 'seul', 'professeur', 'femme', 'qui', 'ait', 'enseigné', 'au', 'Muséum', 'initie', 'un', 'auditoire', 'attentif', 'et', 'charmé', 'à', 'la', 'divine', 'beauté', 'des', 'fleurs', '!']","['O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O']"
GB-156_sample_French_20.txt_1570-1609,['GB-156_sample_French_20.txt'],[1587],[1599],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1587, end=1599, entitycategory=LOCATION)']",['LE PONT-NEUF'],[ Illustration : LE PONT-NEUF EN 1889 .,['ASPECT'],['LOCATION'],"(['Illustration', 'LE', 'PONT', 'NEUF', 'EN', '1889', '.'], ['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O'])","['Illustration', 'LE', 'PONT', 'NEUF', 'EN', '1889', '.']","['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O']"
GB-156_sample_French_20.txt_16080-16117,['GB-156_sample_French_20.txt'],[16108],[16115],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16108, end=16115, entitycategory=FLORA)']",['PLANTES'],[ Illustration : JARDIN DES PLANTES .,['ASPECT'],['FLORA'],"(['Illustration', 'JARDIN', 'DES', 'PLANTES', '.'], ['O', 'O', 'O', 'B-FLORA', 'O'])","['Illustration', 'JARDIN', 'DES', 'PLANTES', '.']","['O', 'O', 'O', 'B-FLORA', 'O']"
GB-156_sample_French_20.txt_1610-1715,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[1645, 1670, 1702]","[1650, 1691, 1713]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1645, end=1650, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1670, end=1691, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1702, end=1713, entitycategory=LOCATION)']","['quais', 'la place Saint-Michel', 'rue Galande']","Saffrey , _del._ ] En longeant les quais , nous rencontrons la place Saint-Michel , puis la rue Galande .","['ASPECT', 'ASPECT', 'ASPECT']","['HUM_LANDFORM', 'LOCATION', 'LOCATION']","(['Saffrey', ',', '_del', '.', '_', 'En', 'longeant', 'les', 'quais', ',', 'nous', 'rencontrons', 'la', 'place', 'Saint', 'Michel', ',', 'puis', 'la', 'rue', 'Galande', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O'])","['Saffrey', ',', '_del', '.', '_', 'En', 'longeant', 'les', 'quais', ',', 'nous', 'rencontrons', 'la', 'place', 'Saint', 'Michel', ',', 'puis', 'la', 'rue', 'Galande', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
GB-156_sample_French_20.txt_16135-16415,"['GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt', 'GB-156_sample_French_20.txt']","[16292, 16327, 16349, 16365, 16378, 16396]","[16297, 16334, 16358, 16371, 16388, 16413]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16292, end=16297, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16327, end=16334, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16349, end=16358, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16365, end=16371, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16378, end=16388, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16396, end=16413, entitycategory=FAUNA)']","['lions', ""l'herbe"", 'antilopes', 'biches', 'échassiers', 'chèvres du Thibet']","Gavarni , _del._ ] De tout temps d'ailleurs , les artistes sont venus installer leur léger chevalet à peindre ou leurs selles à modeler devant les cages des lions ou dans le Jardin même , sur l'herbe , en face des antilopes , des biches , des échassiers ou des chèvres du Thibet .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'LAND_COVER', 'FAUNA', 'FAUNA', 'FAUNA', 'FAUNA']","(['Gavarni', ',', '_del', '.', '_', 'De', 'tout', 'temps', ""d'ailleurs"", ',', 'les', 'artistes', 'sont', 'venus', 'installer', 'leur', 'léger', 'chevalet', 'à', 'peindre', 'ou', 'leurs', 'selles', 'à', 'modeler', 'devant', 'les', 'cages', 'des', 'lions', 'ou', 'dans', 'le', 'Jardin', 'même', ',', 'sur', ""l'herbe"", ',', 'en', 'face', 'des', 'antilopes', ',', 'des', 'biches', ',', 'des', 'échassiers', 'ou', 'des', 'chèvres', 'du', 'Thibet', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O'])","['Gavarni', ',', '_del', '.', '_', 'De', 'tout', 'temps', ""d'ailleurs"", ',', 'les', 'artistes', 'sont', 'venus', 'installer', 'leur', 'léger', 'chevalet', 'à', 'peindre', 'ou', 'leurs', 'selles', 'à', 'modeler', 'devant', 'les', 'cages', 'des', 'lions', 'ou', 'dans', 'le', 'Jardin', 'même', ',', 'sur', ""l'herbe"", ',', 'en', 'face', 'des', 'antilopes', ',', 'des', 'biches', ',', 'des', 'échassiers', 'ou', 'des', 'chèvres', 'du', 'Thibet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']"
