,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat
575,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_20777-21187,21131,21137,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21131, end=21137, entitycategory=NAT_PHENOMENON)",Nächte,"Bei dem Vergnügen , das ich in den ländlichen Gegenden von Norwegen genoßen habe , wird es mir schwer , Christiania zu verlassen , ohne weiter - nach Norden gehn zu können , obwohl der fort rükkende Sommer , meine Geschäfte und mein Herz mich an meine Abreise erinnern . - - - - - - - - Norwegen muß man im Juni und Juli durch reisen , da die Abende und Nächte hier die reizend sten sind , die ich je erlebte .",ASPECT,NAT_PHENOMENON
577,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21188-21332,21279,21286,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21279, end=21286, entitycategory=NAT_PHENOMENON, sentimentcategory=2)",wolkigt,"Aber in der Mitte des Augusts , und noch mehr gegen Ende desselben , fängt der Himmel an , wolkigt und die Witterung ( 197 ) regnigt zu werden .",NULL,NAT_PHENOMENON
578,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21188-21332,21313,21320,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21313, end=21320, entitycategory=WEATHER, sentimentcategory=2)",regnigt,"Aber in der Mitte des Augusts , und noch mehr gegen Ende desselben , fängt der Himmel an , wolkigt und die Witterung ( 197 ) regnigt zu werden .",NULL,WEATHER
579,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21333-21409,21374,21381,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21374, end=21381, entitycategory=FLORA)",Früchte,"Der Sommer entschwindet , eh er noch die Früchte des Herbstes gereift sind .",ASPECT,FLORA
580,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21510-21564,21546,21557,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21546, end=21557, entitycategory=LOCATION)",nord- wärts,"Sie fragen , warum ich noch so gern nord- wärts will ?",NULL,LOCATION
581,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21565-21820,21582,21605,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21582, end=21605, entitycategory=LOCATION)",dieser Theil des Landes,"Nicht nur , weil dieser Theil des Landes , von allen , die ich gesehn habe , der rot mantischste seyn soll , reich an Wäldern und Seen , und die Luft rein , wie nirgends ; auch der Ein- wohner wegen , von deren Geistesbildung ich so viel rühmliches höre .",NULL,LOCATION
583,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21565-21820,21683,21690,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21683, end=21690, entitycategory=BIOME)",Wäldern,"Nicht nur , weil dieser Theil des Landes , von allen , die ich gesehn habe , der rot mantischste seyn soll , reich an Wäldern und Seen , und die Luft rein , wie nirgends ; auch der Ein- wohner wegen , von deren Geistesbildung ich so viel rühmliches höre .",ASPECT,BIOME
584,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21565-21820,21695,21699,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21695, end=21699, entitycategory=NAT_LANDFORM)",Seen,"Nicht nur , weil dieser Theil des Landes , von allen , die ich gesehn habe , der rot mantischste seyn soll , reich an Wäldern und Seen , und die Luft rein , wie nirgends ; auch der Ein- wohner wegen , von deren Geistesbildung ich so viel rühmliches höre .",ASPECT,NAT_LANDFORM
585,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21565-21820,21710,21714,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21710, end=21714, entitycategory=NAT_PHENOMENON)",Luft,"Nicht nur , weil dieser Theil des Landes , von allen , die ich gesehn habe , der rot mantischste seyn soll , reich an Wäldern und Seen , und die Luft rein , wie nirgends ; auch der Ein- wohner wegen , von deren Geistesbildung ich so viel rühmliches höre .",ASPECT,NAT_PHENOMENON
587,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21565-21820,21746,21757,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21746, end=21757, entitycategory=PERSON)",Ein- wohner,"Nicht nur , weil dieser Theil des Landes , von allen , die ich gesehn habe , der rot mantischste seyn soll , reich an Wäldern und Seen , und die Luft rein , wie nirgends ; auch der Ein- wohner wegen , von deren Geistesbildung ich so viel rühmliches höre .",NULL,PERSON
590,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21821-22012,21841,21848,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21841, end=21848, entitycategory=PERSON)",Pächter,"Es sind wohlhabende Pächter , deren Sitteneinfachheit noch nicht durch jene Arg- list verdorben ist , die mir in dem Betragen der Seeküstenbewohner so manche unangenehme Em- pfindung machte .",NULL,PERSON
593,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_21821-22012,21951,21968,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21951, end=21968, entitycategory=PERSON)",Seeküstenbewohner,"Es sind wohlhabende Pächter , deren Sitteneinfachheit noch nicht durch jene Arg- list verdorben ist , die mir in dem Betragen der Seeküstenbewohner so manche unangenehme Em- pfindung machte .",NULL,PERSON
595,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22013-22119,22017,22023,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22017, end=22023, entitycategory=PERSON)",Mensch,"Ein Mensch , der hier auf einem schlechten Streich ertappt wird , wird unter ihnen nicht länger geduldet .",NULL,PERSON
596,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22200-22355,22297,22307,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22297, end=22307, entitycategory=LOCATION)",westlichen,"Sie haben einen solchen Abscheu gegen alle Arten des Betrugs , daß sie ihren Landsleuten von der westlichen Küste nicht verstatten , unter ihnen zu leben .",NULL,LOCATION
597,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22200-22355,22308,22313,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22308, end=22313, entitycategory=NAT_LANDFORM)",Küste,"Sie haben einen solchen Abscheu gegen alle Arten des Betrugs , daß sie ihren Landsleuten von der westlichen Küste nicht verstatten , unter ihnen zu leben .",ASPECT,NAT_LANDFORM
598,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22356-22452,22399,22411,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22399, end=22411, entitycategory=PERSON)",Handelsleute,"Sie verachten alle Künste , durch die jene Handelsleute an den Felsen , so berücht , tigt sind .",NULL,PERSON
599,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22356-22452,22419,22425,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22419, end=22425, entitycategory=NAT_LANDFORM)",Felsen,"Sie verachten alle Künste , durch die jene Handelsleute an den Felsen , so berücht , tigt sind .",ASPECT,NAT_LANDFORM
601,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22453-22720,22701,22707,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22701, end=22707, entitycategory=MYTH)",Göttin,"Diese mir mitgetheilte Schilderung ihrer Sitten erinnert mich an die Fabeln des goldnen - ( 198 ) Alters- Unabhängigkeit und Tugend , Reichthum , ohne Laster , Geistesbildung , ohne Sittenverderb nis , mit der immer beseeligenden Freiheit '' , die Göttin des Berges .",ASPECT,MYTH
602,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22453-22720,22712,22718,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22712, end=22718, entitycategory=NAT_LANDFORM)",Berges,"Diese mir mitgetheilte Schilderung ihrer Sitten erinnert mich an die Fabeln des goldnen - ( 198 ) Alters- Unabhängigkeit und Tugend , Reichthum , ohne Laster , Geistesbildung , ohne Sittenverderb nis , mit der immer beseeligenden Freiheit '' , die Göttin des Berges .",ASPECT,NAT_LANDFORM
603,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22897-23390,22955,22959,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22955, end=22959, entitycategory=BIOME)",Welt,"Aber die kältere Vernunft lähmte bald meinen Flug . « Die Welt ist überall dieselbe , raunte sie mir ins Ohr , und der Mensch allenthalben dieselbe Mi- schung von Schwäche und Thorheit , die bald Liebe , bald Abscheu , bald Bewunderung , bald Ver : achtung erregt , - - Indes hab ' ich das obige Gemälde – das freilich mit einem etwas verschönernden Pinset entworfen zu seyn scheint – von einem Manne von gesundem Verstande , dessen Phantasie selten mit seinem Geiste davon zu rennen scheint .",ASPECT,BIOME
604,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22897-23390,23016,23022,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23016, end=23022, entitycategory=PERSON)",Mensch,"Aber die kältere Vernunft lähmte bald meinen Flug . « Die Welt ist überall dieselbe , raunte sie mir ins Ohr , und der Mensch allenthalben dieselbe Mi- schung von Schwäche und Thorheit , die bald Liebe , bald Abscheu , bald Bewunderung , bald Ver : achtung erregt , - - Indes hab ' ich das obige Gemälde – das freilich mit einem etwas verschönernden Pinset entworfen zu seyn scheint – von einem Manne von gesundem Verstande , dessen Phantasie selten mit seinem Geiste davon zu rennen scheint .",NULL,PERSON
605,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_22897-23390,23292,23297,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23292, end=23297, entitycategory=PERSON)",Manne,"Aber die kältere Vernunft lähmte bald meinen Flug . « Die Welt ist überall dieselbe , raunte sie mir ins Ohr , und der Mensch allenthalben dieselbe Mi- schung von Schwäche und Thorheit , die bald Liebe , bald Abscheu , bald Bewunderung , bald Ver : achtung erregt , - - Indes hab ' ich das obige Gemälde – das freilich mit einem etwas verschönernden Pinset entworfen zu seyn scheint – von einem Manne von gesundem Verstande , dessen Phantasie selten mit seinem Geiste davon zu rennen scheint .",NULL,PERSON
606,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_23391-23586,23405,23413,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=23405, end=23413, entitycategory=LOCATION)",Norwegen,"Ein Gesetz in Norwegen , das Erbrecht ge- nannt , ist unlängst sehr gemildert worden , und wird wahrscheinlich , des Nachtheils wegen , den es für Handel und Wandel hat , ganz abgeschaft werden .",ASPECT,LOCATION
607,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_23391-23586,23538,23555,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23538, end=23555, entitycategory=ORGANISATION)",Handel und Wandel,"Ein Gesetz in Norwegen , das Erbrecht ge- nannt , ist unlängst sehr gemildert worden , und wird wahrscheinlich , des Nachtheils wegen , den es für Handel und Wandel hat , ganz abgeschaft werden .",NULL,ORGANISATION
608,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_23587-23954,23591,23595,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23591, end=23595, entitycategory=PERSON)",Erbe,"Der Erbe einer Besitzung hatte nemlich das Recht , dieselbe , wenn sie von seinen Vorwei fern verkauft worden , nach zwanzig Jahren wieder - ( 199 ) an sich zu kaufen , und zwar um den damaligen Kaufpreis , mit der einzigen Einschränkung , daß er dem gegenwärtigen Besitzer für die , während dieser Zeit notwendigen Verbesserungen , eine Ent- schädigung geben muste .",NULL,PERSON
609,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_23587-23954,23669,23680,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23669, end=23680, entitycategory=PERSON)",Vorwei fern,"Der Erbe einer Besitzung hatte nemlich das Recht , dieselbe , wenn sie von seinen Vorwei fern verkauft worden , nach zwanzig Jahren wieder - ( 199 ) an sich zu kaufen , und zwar um den damaligen Kaufpreis , mit der einzigen Einschränkung , daß er dem gegenwärtigen Besitzer für die , während dieser Zeit notwendigen Verbesserungen , eine Ent- schädigung geben muste .",NULL,PERSON
610,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_23955-24217,24097,24121,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24097, end=24121, entitycategory=PERSON, sentimentcategory=3)",alle Männer von Einsicht,"Diesen Termin hat man nun , nach langer Ueberlegung , auf zehn Jahr heruntergesetzt , denn , eh es dahin entschieden wurde , hatte man vorher alle Männer von Einsicht um - ihre Meinung befragt , ob hier gänzliche Abschaffung oder Milderung am räthlichsten wäre ?",NULL,PERSON
611,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,24555,24562,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24555, end=24562, entitycategory=PERSON)",Pächter,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",NULL,PERSON
612,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,24650,24662,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24650, end=24662, entitycategory=PERSON, sentimentcategory=4)",Aristokratie,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",NULL,PERSON
613,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,24666,24674,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24666, end=24674, entitycategory=LOCATION)",Norwegen,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",ASPECT,LOCATION
614,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,24690,24701,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=24690, end=24701, entitycategory=LOCATION)",Christiania,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",ASPECT,LOCATION
616,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,24774,24783,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=24774, end=24783, entitycategory=PERSON)",Kaufleute,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",NULL,PERSON
618,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,25021,25028,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25021, end=25028, entitycategory=LOCATION)",England,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",ASPECT,LOCATION
619,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,25033,25040,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25033, end=25040, entitycategory=LOCATION)",Amerika,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",ASPECT,LOCATION
620,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_24458-25160,25053,25072,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=25053, end=25072, entitycategory=ORGANISATION)",Freiheit dem Handel,"Aber , wenn diese Einwendungen nur darauf hinauslaufen , das ver- pachtete Gut in den Händen der Pächter zu erhalt ten , so sollt ' es mir um die Abschaffung dieses Gesetzes leid thun . – Die Aristokratie in Norwegen ist , wenn ich Christiania ausnehme , eben nicht furcht bar ; und es wird viel Zeit brauchen , die Kaufleute - durch Vorspieglung eines Geldgewinns , der ihrer unersättlichen Gier angemessen ist , dahin zu bringen , daß sie den Einfluß der höhern Klaffen auf Kosten der niedern vermehren , mit denen sie in so genauer Verbindung stehen . ( 200 ) England und Amerika danken ihre Freiheit dem Handel , der eine neue Gattung von Ueber macht hervorbringt und das Feudalsystem unter gräbt .",NULL,ORGANISATION
621,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25332-25467,25454,25465,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25454, end=25465, entitycategory=LOCATION)",Christiania,"Ich muß mich zu meiner Abreise fertig machen . - , ( 2OI ) F. u n fz eh n t e r B r i e f. '' , -- -- Gestern verließ ich Christiania .",ASPECT,LOCATION
622,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25468-25685,25472,25480,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25472, end=25480, entitycategory=WEATHER)",Wett ter,"Das Wett ter war nicht das beste ; und , wider Vermut then , unterwegs aufgehalten , must ich meinen Vorsaz , den Wafferfall , ohnfern Friedrichstadt , zu besehn , und deswegen einige Meilen umzu : machen , aufgeben .",ASPECT,WEATHER
624,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25468-25685,25582,25592,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25582, end=25592, entitycategory=NAT_LANDFORM)",Wafferfall,"Das Wett ter war nicht das beste ; und , wider Vermut then , unterwegs aufgehalten , must ich meinen Vorsaz , den Wafferfall , ohnfern Friedrichstadt , zu besehn , und deswegen einige Meilen umzu : machen , aufgeben .",ASPECT,NAT_LANDFORM
625,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25468-25685,25603,25617,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25603, end=25617, entitycategory=LOCATION)",Friedrichstadt,"Das Wett ter war nicht das beste ; und , wider Vermut then , unterwegs aufgehalten , must ich meinen Vorsaz , den Wafferfall , ohnfern Friedrichstadt , zu besehn , und deswegen einige Meilen umzu : machen , aufgeben .",ASPECT,LOCATION
626,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25686-25915,25689,25703,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25689, end=25703, entitycategory=LOCATION)",Friedrichstadt,"Da Friedrichstadt eine Fer stung ist , war Eile notwendig , wenn ich , noch vor Thores Schluß , daselbst ankommen wollte , Die Straße , längs dem Strom , ist wahr , haft romantisch , wiewohl sie keine großen An- sichten gewährt .",ASPECT,LOCATION
627,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25686-25915,25709,25718,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25709, end=25718, entitycategory=NAT_LANDFORM)",Fer stung,"Da Friedrichstadt eine Fer stung ist , war Eile notwendig , wenn ich , noch vor Thores Schluß , daselbst ankommen wollte , Die Straße , längs dem Strom , ist wahr , haft romantisch , wiewohl sie keine großen An- sichten gewährt .",ASPECT,NAT_LANDFORM
628,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25686-25915,25813,25819,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25813, end=25819, entitycategory=HUM_LANDFORM)",Straße,"Da Friedrichstadt eine Fer stung ist , war Eile notwendig , wenn ich , noch vor Thores Schluß , daselbst ankommen wollte , Die Straße , längs dem Strom , ist wahr , haft romantisch , wiewohl sie keine großen An- sichten gewährt .",ASPECT,HUM_LANDFORM
629,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25686-25915,25832,25837,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25832, end=25837, entitycategory=NAT_LANDFORM)",Strom,"Da Friedrichstadt eine Fer stung ist , war Eile notwendig , wenn ich , noch vor Thores Schluß , daselbst ankommen wollte , Die Straße , längs dem Strom , ist wahr , haft romantisch , wiewohl sie keine großen An- sichten gewährt .",ASPECT,NAT_LANDFORM
631,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25916-26209,25934,25944,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25934, end=25944, entitycategory=LOCATION)",Norwe- gen,"Der Reichthum von Norwe- gen , das Holz , flutet hier sanft den Strom herunter , oft durch Inseln und kleine Fallgit ter in seinem Laufe aufgehalten , Ich fand in Friedrichstadt ein vortreffliches Gasthaus und ward durch die gefällige Auf merksamkeit der Wirthin für mich ungemein ge ; rührt .",ASPECT,LOCATION
632,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25916-26209,25951,25955,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25951, end=25955, entitycategory=NAT_LANDFORM)",Holz,"Der Reichthum von Norwe- gen , das Holz , flutet hier sanft den Strom herunter , oft durch Inseln und kleine Fallgit ter in seinem Laufe aufgehalten , Ich fand in Friedrichstadt ein vortreffliches Gasthaus und ward durch die gefällige Auf merksamkeit der Wirthin für mich ungemein ge ; rührt .",ASPECT,NAT_LANDFORM
633,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25916-26209,25980,25985,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=25980, end=25985, entitycategory=NAT_LANDFORM)",Strom,"Der Reichthum von Norwe- gen , das Holz , flutet hier sanft den Strom herunter , oft durch Inseln und kleine Fallgit ter in seinem Laufe aufgehalten , Ich fand in Friedrichstadt ein vortreffliches Gasthaus und ward durch die gefällige Auf merksamkeit der Wirthin für mich ungemein ge ; rührt .",ASPECT,NAT_LANDFORM
634,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25916-26209,26007,26013,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26007, end=26013, entitycategory=NAT_LANDFORM)",Inseln,"Der Reichthum von Norwe- gen , das Holz , flutet hier sanft den Strom herunter , oft durch Inseln und kleine Fallgit ter in seinem Laufe aufgehalten , Ich fand in Friedrichstadt ein vortreffliches Gasthaus und ward durch die gefällige Auf merksamkeit der Wirthin für mich ungemein ge ; rührt .",ASPECT,NAT_LANDFORM
635,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25916-26209,26079,26093,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26079, end=26093, entitycategory=LOCATION)",Friedrichstadt,"Der Reichthum von Norwe- gen , das Holz , flutet hier sanft den Strom herunter , oft durch Inseln und kleine Fallgit ter in seinem Laufe aufgehalten , Ich fand in Friedrichstadt ein vortreffliches Gasthaus und ward durch die gefällige Auf merksamkeit der Wirthin für mich ungemein ge ; rührt .",ASPECT,LOCATION
637,TP1179_sample_ger_180.txt,TP1179_sample_ger_180.txt_25916-26209,26113,26121,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=26113, end=26121, entitycategory=HUM_LANDFORM)",Gasthaus,"Der Reichthum von Norwe- gen , das Holz , flutet hier sanft den Strom herunter , oft durch Inseln und kleine Fallgit ter in seinem Laufe aufgehalten , Ich fand in Friedrichstadt ein vortreffliches Gasthaus und ward durch die gefällige Auf merksamkeit der Wirthin für mich ungemein ge ; rührt .",ASPECT,HUM_LANDFORM
