Century;sentence;source_file;begin;end;annotator;_annotation;text;_sentence_text;annotation;aspect_cat;results;sentence_split;iob
20;GB-108_sample_English_20.txt_20983-21088;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[20987, 21039];[20992, 21045];['Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20987, end=20992, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21039, end=21045, entitycategory=LAND_COVER)'];['mules', 'stones'];The mules suffered severely , and drops of blood on the stones became frequent from the bleeding wounds .;['ASPECT', 'ASPECT'];['FAUNA', 'LAND_COVER'];(['The', 'mules', 'suffered', 'severely', ',', 'and', 'drops', 'of', 'blood', 'on', 'the', 'stones', 'became', 'frequent', 'from', 'the', 'bleeding', 'wounds', '.'], ['O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'mules', 'suffered', 'severely', ',', 'and', 'drops', 'of', 'blood', 'on', 'the', 'stones', 'became', 'frequent', 'from', 'the', 'bleeding', 'wounds', '.'];['O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_21089-21304;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21093, 21104, 21118, 21222, 21271, 21289];[21098, 21114, 21125, 21241, 21302, 21302];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21093, end=21098, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21104, end=21114, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21118, end=21125, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21222, end=21241, entitycategory=FAUNA, sentimentcategory=1)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21271, end=21302, entitycategory=FLORA, sentimentcategory=5)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21289, end=21302, entitycategory=FLORA)'];['climb', 'Sedongchen', 'Gnatong', 'zone of the leeches', 'zone of flowering rhododendrons', 'rhododendrons'];The climb from Sedongchen to Gnatong was very steep with a rise of over 5,000 feet in the first 5 miles , and we soon got out of the zone of the leeches and on to the most wonderful zone of flowering rhododendrons .;['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'NULL_CAT', 'ASPECT'];['NAT_LANDFORM', 'LOCATION', 'LOCATION', 'FAUNA', 'FLORA', 'FLORA'];(['The', 'climb', 'from', 'Sedongchen', 'to', 'Gnatong', 'was', 'very', 'steep', 'with', 'a', 'rise', 'of', 'over', '5', ',', '000', 'feet', 'in', 'the', 'first', '5', 'miles', ',', 'and', 'we', 'soon', 'got', 'out', 'of', 'the', 'zone', 'of', 'the', 'leeches', 'and', 'on', 'to', 'the', 'most', 'wonderful', 'zone', 'of', 'flowering', 'rhododendrons', '.'], ['O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'B-FLORA', 'O']);['The', 'climb', 'from', 'Sedongchen', 'to', 'Gnatong', 'was', 'very', 'steep', 'with', 'a', 'rise', 'of', 'over', '5', ',', '000', 'feet', 'in', 'the', 'first', '5', 'miles', ',', 'and', 'we', 'soon', 'got', 'out', 'of', 'the', 'zone', 'of', 'the', 'leeches', 'and', 'on', 'to', 'the', 'most', 'wonderful', 'zone', 'of', 'flowering', 'rhododendrons', '.'];['O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'B-FLORA', 'O']
20;GB-108_sample_English_20.txt_21305-21368;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21309, 21330];[21322, 21342];['Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21309, end=21322, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21330, end=21342, entitycategory=BIOME)'];['rhododendrons', 'lower forest'];The rhododendrons in the lower forest chiefly consisted of _R .;['ASPECT', 'ASPECT'];['FLORA', 'BIOME'];(['The', 'rhododendrons', 'in', 'the', 'lower', 'forest', 'chiefly', 'consisted', 'of', '_R', '.'], ['O', 'B-FLORA', 'O', 'O', 'B-BIOME', 'I-BIOME', 'O', 'O', 'O', 'O', 'O']);['The', 'rhododendrons', 'in', 'the', 'lower', 'forest', 'chiefly', 'consisted', 'of', '_R', '.'];['O', 'B-FLORA', 'O', 'O', 'B-BIOME', 'I-BIOME', 'O', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_21402-21545;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21402, 21424, 21434, 21443, 21482, 21521];[21407, 21430, 21438, 21452, 21487, 21543];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21402, end=21407, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21424, end=21430, entitycategory=BIOME)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21434, end=21438, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21443, end=21452, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21482, end=21487, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21521, end=21543, entitycategory=FLORA)'];['These', 'forest', 'oaks', 'magnolias', 'ferns', 'mauve or white orchids'];These grew in a great forest of oaks and magnolias , all covered with beautiful ferns among which showed up delightful mauve or white orchids .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['FLORA', 'BIOME', 'FLORA', 'FLORA', 'FLORA', 'FLORA'];(['These', 'grew', 'in', 'a', 'great', 'forest', 'of', 'oaks', 'and', 'magnolias', ',', 'all', 'covered', 'with', 'beautiful', 'ferns', 'among', 'which', 'showed', 'up', 'delightful', 'mauve', 'or', 'white', 'orchids', '.'], ['B-FLORA', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'B-FLORA', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O']);['These', 'grew', 'in', 'a', 'great', 'forest', 'of', 'oaks', 'and', 'magnolias', ',', 'all', 'covered', 'with', 'beautiful', 'ferns', 'among', 'which', 'showed', 'up', 'delightful', 'mauve', 'or', 'white', 'orchids', '.'];['B-FLORA', 'O', 'O', 'O', 'O', 'B-BIOME', 'O', 'B-FLORA', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O']
20;GB-108_sample_English_20.txt_21546-21637;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21546, 21607];[21569, 21613];['Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21546, end=21569, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21607, end=21613, entitycategory=NAT_LANDFORM)'];['The lower rhododendrons', 'higher'];The lower rhododendrons had already flowered , but as we got higher we found masses of _R .;['ASPECT', 'ASPECT'];['FLORA', 'NAT_LANDFORM'];(['The', 'lower', 'rhododendrons', 'had', 'already', 'flowered', ',', 'but', 'as', 'we', 'got', 'higher', 'we', 'found', 'masses', 'of', '_R', '.'], ['B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'lower', 'rhododendrons', 'had', 'already', 'flowered', ',', 'but', 'as', 'we', 'got', 'higher', 'we', 'found', 'masses', 'of', '_R', '.'];['B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_21638-21706;['GB-108_sample_English_20.txt'];[21638];[21650];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21638, end=21650, entitycategory=FLORA)'];['Cinnabarinum'];Cinnabarinum_ , with flowers showing every shade of orange and red .;['ASPECT'];['FLORA'];(['Cinnabarinum_', ',', 'with', 'flowers', 'showing', 'every', 'shade', 'of', 'orange', 'and', 'red', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Cinnabarinum_', ',', 'with', 'flowers', 'showing', 'every', 'shade', 'of', 'orange', 'and', 'red', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_21707-21814;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21717, 21750];[21730, 21812];['Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21717, end=21730, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21750, end=21812, entitycategory=FLORA, sentimentcategory=4)'];['rhododendrons', 'pink , deep crimson , yellow , mauve , white or cream coloured'];Then came rhododendrons of every colour -- pink , deep crimson , yellow , mauve , white or cream coloured .;['ASPECT', 'NULL_CAT'];['FLORA', 'FLORA'];(['Then', 'came', 'rhododendrons', 'of', 'every', 'colour', 'pink', ',', 'deep', 'crimson', ',', 'yellow', ',', 'mauve', ',', 'white', 'or', 'cream', 'coloured', '.'], ['O', 'O', 'B-FLORA', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O']);['Then', 'came', 'rhododendrons', 'of', 'every', 'colour', 'pink', ',', 'deep', 'crimson', ',', 'yellow', ',', 'mauve', ',', 'white', 'or', 'cream', 'coloured', '.'];['O', 'O', 'B-FLORA', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O']
20;GB-108_sample_English_20.txt_21815-21917;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21815, 21874];[21867, 21896];['Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21815, end=21867, entitycategory=FLORA, sentimentcategory=5)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21874, end=21896, entitycategory=NAT_LANDFORM)'];['It was impossible to imagine anything more beautiful', 'every yard of the path'];It was impossible to imagine anything more beautiful , and every yard of the path was a pure delight .;['NULL_CAT', 'ASPECT'];['FLORA', 'NAT_LANDFORM'];(['It', 'was', 'impossible', 'to', 'imagine', 'anything', 'more', 'beautiful', ',', 'and', 'every', 'yard', 'of', 'the', 'path', 'was', 'a', 'pure', 'delight', '.'], ['B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O']);['It', 'was', 'impossible', 'to', 'imagine', 'anything', 'more', 'beautiful', ',', 'and', 'every', 'yard', 'of', 'the', 'path', 'was', 'a', 'pure', 'delight', '.'];['B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_21918-22040;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[21928, 21964, 22006, 22028];[21943, 21973, 22013, 22038];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21928, end=21943, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=21964, end=21973, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22006, end=22013, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22028, end=22038, entitycategory=BIOME)'];['smaller flowers', 'saxifrage', 'primula', 'open space'];Among the smaller flowers were the large pink saxifrage , while the deep reddish-purple primula covered every open space .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['FLORA', 'FLORA', 'FLORA', 'BIOME'];(['Among', 'the', 'smaller', 'flowers', 'were', 'the', 'large', 'pink', 'saxifrage', ',', 'while', 'the', 'deep', 'reddish', 'purple', 'primula', 'covered', 'every', 'open', 'space', '.'], ['O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-BIOME', 'I-BIOME', 'O']);['Among', 'the', 'smaller', 'flowers', 'were', 'the', 'large', 'pink', 'saxifrage', ',', 'while', 'the', 'deep', 'reddish', 'purple', 'primula', 'covered', 'every', 'open', 'space', '.'];['O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-BIOME', 'I-BIOME', 'O']
20;GB-108_sample_English_20.txt_22041-22195;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[22073, 22084, 22138, 22169];[22080, 22113, 22153, 22178];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22073, end=22080, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22084, end=22113, entitycategory=FLORA, sentimentcategory=4)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22138, end=22153, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22169, end=22178, entitycategory=LAND_COVER)'];['primula', 'the smallest I have ever seen', 'a pink primrose', 'the banks'];There was also a very tiny pink primula -- the smallest I have ever seen -- and another one like a pink primrose , that grew on the banks above the path .;['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT'];['FLORA', 'FLORA', 'FLORA', 'LAND_COVER'];(['There', 'was', 'also', 'a', 'very', 'tiny', 'pink', 'primula', 'the', 'smallest', 'I', 'have', 'ever', 'seen', 'and', 'another', 'one', 'like', 'a', 'pink', 'primrose', ',', 'that', 'grew', 'on', 'the', 'banks', 'above', 'the', 'path', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O']);['There', 'was', 'also', 'a', 'very', 'tiny', 'pink', 'primula', 'the', 'smallest', 'I', 'have', 'ever', 'seen', 'and', 'another', 'one', 'like', 'a', 'pink', 'primrose', ',', 'that', 'grew', 'on', 'the', 'banks', 'above', 'the', 'path', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_22196-22274;['GB-108_sample_English_20.txt'];[22261];[22272];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22261, end=22272, entitycategory=FLORA)'];['the scenery'];We went along quite slowly all the way , botanising and admiring the scenery .;['ASPECT'];['FLORA'];(['We', 'went', 'along', 'quite', 'slowly', 'all', 'the', 'way', ',', 'botanising', 'and', 'admiring', 'the', 'scenery', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O']);['We', 'went', 'along', 'quite', 'slowly', 'all', 'the', 'way', ',', 'botanising', 'and', 'admiring', 'the', 'scenery', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O']
20;GB-108_sample_English_20.txt_22275-22431;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[22279, 22305, 22365, 22386];[22283, 22319, 22378, 22393];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22279, end=22283, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22305, end=22319, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22365, end=22378, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22386, end=22393, entitycategory=NAT_LANDFORM)'];['path', 'top of a ridge', 'rhododendrons', 'gullies'];The path mostly led along the top of a ridge , and the views and colours of the many-hued rhododendrons in the gullies on either side were very delightful .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['NAT_LANDFORM', 'NAT_LANDFORM', 'FLORA', 'NAT_LANDFORM'];(['The', 'path', 'mostly', 'led', 'along', 'the', 'top', 'of', 'a', 'ridge', ',', 'and', 'the', 'views', 'and', 'colours', 'of', 'the', 'many', 'hued', 'rhododendrons', 'in', 'the', 'gullies', 'on', 'either', 'side', 'were', 'very', 'delightful', '.'], ['O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'path', 'mostly', 'led', 'along', 'the', 'top', 'of', 'a', 'ridge', ',', 'and', 'the', 'views', 'and', 'colours', 'of', 'the', 'many', 'hued', 'rhododendrons', 'in', 'the', 'gullies', 'on', 'either', 'side', 'were', 'very', 'delightful', '.'];['O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;GB-108_sample_English_20.txt_22432-22569;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[22432, 22511, 22530, 22562];[22439, 22518, 22536, 22567];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22432, end=22439, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22511, end=22518, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22530, end=22536, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22562, end=22567, entitycategory=NAT_LANDFORM)'];['Gnatong', 'village', 'hollow', 'hills'];Gnatong , where we were to spend the night , was a very small and rather dirty village lying in a hollow and surrounded by grassy hills .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['LOCATION', 'HUM_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM'];(['Gnatong', ',', 'where', 'we', 'were', 'to', 'spend', 'the', 'night', ',', 'was', 'a', 'very', 'small', 'and', 'rather', 'dirty', 'village', 'lying', 'in', 'a', 'hollow', 'and', 'surrounded', 'by', 'grassy', 'hills', '.'], ['B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']);['Gnatong', ',', 'where', 'we', 'were', 'to', 'spend', 'the', 'night', ',', 'was', 'a', 'very', 'small', 'and', 'rather', 'dirty', 'village', 'lying', 'in', 'a', 'hollow', 'and', 'surrounded', 'by', 'grassy', 'hills', '.'];['B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']
20;GB-108_sample_English_20.txt_22570-22711;['GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt', 'GB-108_sample_English_20.txt'];[22574, 22587, 22626, 22634, 22690];[22583, 22601, 22628, 22639, 22709];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22574, end=22583, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22587, end=22601, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22626, end=22628, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22634, end=22639, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=22690, end=22709, entitycategory=HUM_LANDFORM, sentimentcategory=3)'];['fir trees', 'Abies Webbiana', 'it', 'those', 'for building houses'];The fir trees ( _Abies Webbiana_ ) no longer surrounded it , as those anywhere near had been cut down for firewood , or for building houses .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT'];['FLORA', 'FLORA', 'HUM_LANDFORM', 'FLORA', 'HUM_LANDFORM'];(['The', 'fir', 'trees', '_Abies', 'Webbiana_', 'no', 'longer', 'surrounded', 'it', ',', 'as', 'those', 'anywhere', 'near', 'had', 'been', 'cut', 'down', 'for', 'firewood', ',', 'or', 'for', 'building', 'houses', '.'], ['O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O']);['The', 'fir', 'trees', '_Abies', 'Webbiana_', 'no', 'longer', 'surrounded', 'it', ',', 'as', 'those', 'anywhere', 'near', 'had', 'been', 'cut', 'down', 'for', 'firewood', ',', 'or', 'for', 'building', 'houses', '.'];['O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O']
20;GB-108_sample_English_20.txt_22712-22752;['GB-108_sample_English_20.txt'];[22717];[22721];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=22717, end=22721, entitycategory=LOCATION)'];['here'];From here I was able to telephone to Mr.;['ASPECT'];['LOCATION'];(['From', 'here', 'I', 'was', 'able', 'to', 'telephone', 'to', 'Mr', '.'], ['O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['From', 'here', 'I', 'was', 'able', 'to', 'telephone', 'to', 'Mr', '.'];['O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
