,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat
5195,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16660-16674,16660,16669,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16660, end=16669, entitycategory=FAUNA)",Triacanth,Triacanth us .,ASPECT,FAUNA
5196,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16675-16688,16675,16680,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16675, end=16680, entitycategory=FAUNA)",Mugie,Mugie Lacep .,ASPECT,FAUNA
5197,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16689-16701,16689,16699,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16689, end=16699, entitycategory=FAUNA)",Polumenius,Polumenius .,ASPECT,FAUNA
5198,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16702-16710,16702,16708,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16702, end=16708, entitycategory=FAUNA)",Clupea,Clupea .,ASPECT,FAUNA
5199,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16711-16722,16711,16720,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16711, end=16720, entitycategory=FAUNA)",Trichurus,Trichurus .,ASPECT,FAUNA
5200,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16733-16746,16733,16740,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16733, end=16740, entitycategory=FAUNA)",Scomber,Scomber Lin .,ASPECT,FAUNA
5201,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16747-16756,16747,16754,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16747, end=16754, entitycategory=FAUNA)",Pristis,Pristis .,ASPECT,FAUNA
5202,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16757-16777,16757,16764,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16757, end=16764, entitycategory=FAUNA)",Squalus,Squalus en andeien .,ASPECT,FAUNA
5203,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16778-16808,16785,16800,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16785, end=16800, entitycategory=FLORA)",Planteu-soorten,"Van de Planteu-soorten , op N.",ASPECT,FLORA
5204,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16809-16875,16809,16815,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16809, end=16815, entitycategory=LOCATION)",Guinea,"Guinea gevonden , zijn de volgende de voornaamste : P almb oomen .",ASPECT,LOCATION
5205,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16809-16875,16861,16873,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16861, end=16873, entitycategory=FLORA)",P almb oomen,"Guinea gevonden , zijn de volgende de voornaamste : P almb oomen .",ASPECT,FLORA
5206,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16876-16899,16876,16891,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16876, end=16891, entitycategory=FLORA)",Orania reyalisZ,Orania reyalisZ ( * ) .,ASPECT,FLORA
5207,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16900-16990,16975,16988,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=16975, end=16988, entitycategory=PERSON)",Heer ziïïehus,A- ( * ) De met Z getcckende plantennamen zijn alle nieuwe soorten van den Heer ziïïehus .,ASPECT,PERSON
5208,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_16991-17093,17048,17061,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17048, end=17061, entitycategory=FLORA)",Areca proccra,"Zie de Kunst- en Letterbode van 8 Mei 1829 , t ( 178 ) I Areca proccra . » communit . i > macrocalyx .",ASPECT,FLORA
5209,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17094-17106,17094,17102,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17094, end=17102, entitycategory=FLORA)",Iriarlia,Iriarlia ( ?,ASPECT,FLORA
5210,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17107-17125,17109,17116,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17109, end=17116, entitycategory=FLORA)",leprosa,) leprosa . 11 ( ?,ASPECT,FLORA
5211,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17126-17138,17128,17136,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17128, end=17136, entitycategory=FLORA)",monogyna,) monogyna .,ASPECT,FLORA
5212,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17139-17158,17139,17155,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17139, end=17155, entitycategory=FLORA)",Sagus mierocarpa,Sagus mierocarpa ..,ASPECT,FLORA
5213,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17159-17181,17159,17179,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17159, end=17179, entitycategory=FLORA)",Licuala penduliflora,Licuala penduliflora .,ASPECT,FLORA
5214,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17182-17220,17182,17198,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17182, end=17198, entitycategory=FLORA)",Calamus barbatus,Calamus barbatus . ii heteracanthu * .,ASPECT,FLORA
5215,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17221-17243,17221,17241,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17221, end=17241, entitycategory=FLORA)",Ceratolobus plicatus,Ceratolobus plicatus .,ASPECT,FLORA
5216,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17244-17263,17244,17261,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17244, end=17261, entitycategory=FLORA)",Sagus microspenna,Sagus microspenna .,ASPECT,FLORA
5217,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17264-17275,17264,17273,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17264, end=17273, entitycategory=FLORA)",B o om en,B o om en .,ASPECT,FLORA
5218,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17276-17302,17276,17300,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17276, end=17300, entitycategory=FLORA)",Sideroxylon orichalciwnZ,Sideroxylon orichalciwnZ .,ASPECT,FLORA
5219,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17303-17335,17303,17320,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17303, end=17320, entitycategory=FLORA)",Lueuma ferruginea,Lueuma ferruginea . lanceola/a .,ASPECT,FLORA
5220,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17336-17359,17336,17357,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17336, end=17357, entitycategory=FLORA)",Ceremocarpus excelsus,Ceremocarpus excelsus .,ASPECT,FLORA
5221,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17360-17387,17360,17385,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17360, end=17385, entitycategory=FLORA)",Dipterocarpus parvijlorus,Dipterocarpus parvijlorus .,ASPECT,FLORA
5222,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17388-17408,17388,17406,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17388, end=17406, entitycategory=FLORA)",Cerbera nereifolia,Cerbera nereifolia .,ASPECT,FLORA
5223,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17409-17443,17409,17428,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17409, end=17428, entitycategory=FLORA)",Canarium laxiflorum,Canarium laxiflorum . ii rigidum .,ASPECT,FLORA
5224,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17444-17465,17444,17463,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17444, end=17463, entitycategory=FLORA)",Elaeocarpus cyaneus,Elaeocarpus cyaneus .,ASPECT,FLORA
5225,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17466-17481,17466,17478,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17466, end=17478, entitycategory=FLORA)",Unona glauca,Unona glauca Z.,ASPECT,FLORA
5226,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17482-17504,17482,17502,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17482, end=17502, entitycategory=FLORA)",Macrolobium excelsum,Macrolobium excelsum .,ASPECT,FLORA
5227,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17505-17515,17505,17511,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17505, end=17511, entitycategory=FLORA)",Bureca,Bureca ( ?,ASPECT,FLORA
5228,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17516-17531,17518,17529,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17518, end=17529, entitycategory=FLORA)",tiliaefolia,) tiliaefolia .,ASPECT,FLORA
5229,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17532-17550,17532,17548,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17532, end=17548, entitycategory=FLORA)",Lueuma pojiüfera,Lueuma pojiüfera .,ASPECT,FLORA
5230,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17551-17569,17551,17567,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17551, end=17567, entitycategory=FLORA)",Lueuma tomenlosa,Lueuma tomenlosa .,ASPECT,FLORA
5231,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17570-17590,17570,17588,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17570, end=17588, entitycategory=FLORA)",Cerbera densijlora,Cerbera densijlora .,ASPECT,FLORA
5232,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17591-17630,17591,17612,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17591, end=17612, entitycategory=FLORA)",Sterculia arbutijlora,Sterculia arbutijlora . > i foctida ( ?,ASPECT,FLORA
5233,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17640-17654,17640,17652,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17640, end=17652, entitycategory=FLORA)",Olea procera,Olea procera .,ASPECT,FLORA
5234,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17655-17682,17655,17680,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17655, end=17680, entitycategory=FLORA)",Chondrolobium caulijlorum,Chondrolobium caulijlorum .,ASPECT,FLORA
5235,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17683-17702,17683,17700,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17683, end=17700, entitycategory=FLORA)",Nangha amplifolia,Nangha amplifolia .,ASPECT,FLORA
5236,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17703-17742,17703,17724,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17703, end=17724, entitycategory=FLORA)",Epicharis trichostyla,Epicharis trichostyla . ii lasiocarpa .,ASPECT,FLORA
5237,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17743-17760,17743,17758,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17743, end=17758, entitycategory=FLORA)",Morus altissima,Morus altissima .,ASPECT,FLORA
5238,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17761-17781,17761,17779,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17761, end=17779, entitycategory=FLORA)",Unona chloroxanlha,Unona chloroxanlha .,ASPECT,FLORA
5239,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17782-17823,17782,17804,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17782, end=17804, entitycategory=FLORA)",Chysophyllum stamineum,Chysophyllum stamineum . ii ferrugineum .,ASPECT,FLORA
5240,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17852-18062,17919,17926,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17919, end=17926, entitycategory=FLORA)",planten,"Behalve deze , zijn er ook onder de overige verscheidene namen van planten , zoowel als van dieren , welke bij andere Schrijvers niet voorkomen , en welke dus waarschijnlijk voor nieuwe soorten te houden zijn .",ASPECT,FLORA
5241,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17852-18062,17944,17950,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=17944, end=17950, entitycategory=FAUNA)",dieren,"Behalve deze , zijn er ook onder de overige verscheidene namen van planten , zoowel als van dieren , welke bij andere Schrijvers niet voorkomen , en welke dus waarschijnlijk voor nieuwe soorten te houden zijn .",ASPECT,FAUNA
5242,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_17852-18062,17970,17980,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=17970, end=17980, entitycategory=PERSON)",Schrijvers,"Behalve deze , zijn er ook onder de overige verscheidene namen van planten , zoowel als van dieren , welke bij andere Schrijvers niet voorkomen , en welke dus waarschijnlijk voor nieuwe soorten te houden zijn .",NULL,PERSON
5243,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18063-18202,18174,18180,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=18174, end=18180, entitycategory=PERSON)",lezers,"Sommige namen waren in het handschrift zeer onduidelijk geschreven , zoodat wij voor fouten van dien aard onze lezers verschooning vragen .",NULL,PERSON
5244,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18203-18243,18218,18241,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18218, end=18241, entitycategory=FLORA)",Cryptocarya macropkylla,KB 9 . ( 179 ) Cryptocarya macropkylla .,ASPECT,FLORA
5245,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18244-18264,18244,18262,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18244, end=18262, entitycategory=FLORA)",Persen xanthonaera,Persen xanthonaera .,ASPECT,FLORA
5246,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18265-18287,18265,18285,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18265, end=18285, entitycategory=FLORA)",Xylocarpus mariiimus,Xylocarpus mariiimus .,ASPECT,FLORA
5247,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18288-18314,18288,18306,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18288, end=18306, entitycategory=FLORA)",Crataeva religiosa,Crataeva religiosa FORST .,ASPECT,FLORA
5248,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18315-18342,18315,18335,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18315, end=18335, entitycategory=FLORA)",Diospyros mar i timp,"Diospyros mar i timp , bl .",ASPECT,FLORA
5249,BHL_957_sample_Dutch_19.0.txt,BHL_957_sample_Dutch_19.0.txt_18343-18378,18343,18361,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=18343, end=18361, entitycategory=FLORA)",Dicera rhamnifolia,Dicera rhamnifolia . » lanceolata .,ASPECT,FLORA
6943,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_0-137,8,18,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=8, end=18, entitycategory=PERSON)","Kalm, Pehr","Author: Kalm, Pehr,
Title: Kalm, Pehr,
Language: Dutch
deren ( lellen dat uit tot in de lente ; dog men zegt dat het eeiïle `` beter is .",ASPECT,PERSON
6944,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_0-137,27,37,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27, end=37, entitycategory=PERSON)","Kalm, Pehr","Author: Kalm, Pehr,
Title: Kalm, Pehr,
Language: Dutch
deren ( lellen dat uit tot in de lente ; dog men zegt dat het eeiïle `` beter is .",ASPECT,PERSON
6945,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_138-225,141,145,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=141, end=145)",weit,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",ASPECT,
6946,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_138-225,151,156,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=151, end=156, entitycategory=FLORA)",garft,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",ASPECT,FLORA
6947,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_138-225,162,167,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=162, end=167, entitycategory=FLORA)",rogge,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",ASPECT,FLORA
6948,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_138-225,174,179,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=174, end=179, entitycategory=FLORA)",haver,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",ASPECT,FLORA
6949,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_138-225,202,208,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=202, end=208, entitycategory=FLORA)",erwten,"De weit , de garft , de rogge en de haver worden geëgd , dog de erwten onder geploegd .",ASPECT,FLORA
6950,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_226-261,230,234,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=230, end=234, entitycategory=NAT_PHENOMENON)",zait,Men zait gemeenlyk omtrent den 15 .,ASPECT,NAT_PHENOMENON
6951,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_262-295,287,293,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=287, end=293, entitycategory=FLORA)",erwten,"April , en begint met de erwten .",ASPECT,FLORA
6952,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_296-399,319,325,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=319, end=325, entitycategory=FLORA)",erwten,"Van alle de Ibonen van erwten , die men hier heeft , geeft men de voorkeur om te zayen aan de groenen .",ASPECT,FLORA
6953,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_296-399,377,382,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=377, end=382, entitycategory=NAT_PHENOMENON)",zayen,"Van alle de Ibonen van erwten , die men hier heeft , geeft men de voorkeur om te zayen aan de groenen .",ASPECT,NAT_PHENOMENON
6957,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_400-477,445,450,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=445, end=450, entitycategory=LAND_COVER)",grond,"Zy vorde- ren enen hogen , drogen , fchralen grond , vermengd met grof zand .",ASPECT,LAND_COVER
6959,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_400-477,471,475,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=471, end=475, entitycategory=LAND_COVER)",zand,"Zy vorde- ren enen hogen , drogen , fchralen grond , vermengd met grof zand .",ASPECT,LAND_COVER
6960,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_535-632,538,542,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=538, end=542, entitycategory=FLORA)",weit,"De weit geeft gemeenlyk vyfcien en fomtyds twintig voor een , de haver van vyf- tien tot dertig .",ASPECT,FLORA
6961,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_535-632,600,605,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=600, end=605, entitycategory=FLORA)",haver,"De weit geeft gemeenlyk vyfcien en fomtyds twintig voor een , de haver van vyf- tien tot dertig .",ASPECT,FLORA
6962,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_633-701,646,652,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=646, end=652, entitycategory=FLORA)",erwten,"De oogft der erwten is fomtyds veertig- , en fomtyds maar tienvoud .",ASPECT,FLORA
6963,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_702-810,722,738,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=722, end=738, entitycategory=PERSON)",akkergerceifchap,"Men heeft hier geen akkergerceifchap behalven den ploeg en de egge , en die zyn nog niet al te wel gemaakt .",NULL,PERSON
6964,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_811-858,814,818,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=814, end=818, entitycategory=FAUNA, sentimentcategory=4)",mift,De mift wordt in de lente op het land gebragt .,NULL,FAUNA
6965,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_811-858,844,848,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=844, end=848, entitycategory=NAT_LANDFORM)",land,De mift wordt in de lente op het land gebragt .,ASPECT,NAT_LANDFORM
6966,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_859-939,862,867,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=862, end=867, entitycategory=NAT_LANDFORM)",grond,"De grond beftaat uit ene grau- we , ftenige , met klei en zand vennengde aarde .",ASPECT,NAT_LANDFORM
6969,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_859-939,909,913,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=909, end=913, entitycategory=LAND_COVER)",klei,"De grond beftaat uit ene grau- we , ftenige , met klei en zand vennengde aarde .",ASPECT,LAND_COVER
6970,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_859-939,917,921,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=917, end=921, entitycategory=LAND_COVER)",zand,"De grond beftaat uit ene grau- we , ftenige , met klei en zand vennengde aarde .",ASPECT,LAND_COVER
6971,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_859-939,932,937,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=932, end=937, entitycategory=LAND_COVER)",aarde,"De grond beftaat uit ene grau- we , ftenige , met klei en zand vennengde aarde .",ASPECT,LAND_COVER
6972,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_940-1003,944,948,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=944, end=948, entitycategory=NAT_PHENOMENON)",zait,"Men zait maar wei- nig garft , en dat nog alleen voor het vee .",ASPECT,NAT_PHENOMENON
6974,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_940-1003,963,968,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=963, end=968, entitycategory=FLORA)",garft,"Men zait maar wei- nig garft , en dat nog alleen voor het vee .",ASPECT,FLORA
6975,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_940-1003,998,1001,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=998, end=1001, entitycategory=FAUNA)",vee,"Men zait maar wei- nig garft , en dat nog alleen voor het vee .",ASPECT,FAUNA
6976,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_1004-1033,1023,1027,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1023, end=1027, entitycategory=FLORA)",mout,Men maakt 'er geen mout van .,ASPECT,FLORA
6977,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_1034-1105,1037,1042,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1037, end=1042, entitycategory=FLORA)",haver,"De haver wordt fterk gezaid , dog alleen tot voeder voor de paar- den .",ASPECT,FLORA
6978,BHL_794_sample_Dutch_18.0.txt,BHL_794_sample_Dutch_18.0.txt_1034-1105,1079,1085,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=1079, end=1085, entitycategory=FLORA)",voeder,"De haver wordt fterk gezaid , dog alleen tot voeder voor de paar- den .",ASPECT,FLORA
